"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","BAL44","PRC44","PMT44","REC44","REP44","BAL45","PRC45","PMT45","REC45","REP45","BAL46","PRC46","PMT46","REC46","REP46","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"17629","Sponsor Assigned",23421233,"08-01-2019","08-31-2019","Ally Bank","01/2019",16521.97,73,"01/2025",0.1084,1,1,"02/2019","True",1,2,0,"FORD","Focus",2,2015,1,11225,98,"Consumer Bureau","703",2,NA,"False",0.0566,"NC",66,NA,1,15472.41,251.26,0.1084,0.1084,0.01,NA,NA,170.4,NA,15362.96,313.13,330,NA,"False",109.45,0,"08-22-2019",0,"Ally Bank","False",NA,NA,NA,0,15160.7,202.26,330,NA,0,14929.34,231.36,294.39,NA,0,14862.37,66.97,257,NA,0,14639.53,222.84,399,NA,0,14439.33,200.2,330,NA,0,14348.35,90.98,215,NA,0,14128.84,219.51,330,NA,0,13916.01,212.83,330,NA,0,13709.66,206.35,330,NA,0,13557.32,152.34,387.09,NA,0,13352.6,204.72,313.13,NA,0,13150.2,202.4,313.13,NA,0,12953.91,196.29,313.13,NA,0,12794.24,159.67,313.13,NA,0,12587.21,207.03,313.13,NA,0,12378.46,208.75,313.13,NA,0,12168.02,210.44,313.13,NA,0,11989.8,178.22,330,NA,0,11760.06,229.74,333,NA,0,11576.53,183.53,305.96,NA,0,11357.8,218.73,315,NA,0,11122.25,235.55,330,NA,0,10930.98,191.27,330,NA,0,10695.12,235.86,330,NA,0,10430.88,264.24,350,NA,0,10212.62,218.26,350,NA,0,9964.51,248.11,330,NA,0,9720.33,244.18,330,NA,0,9491.58,228.75,350,NA,0,9491.58,0,0,NA,0,8976.37,515.21,675,NA,0,8809.68,166.69,260,NA,0,8583.97,225.71,325.65,NA,0,8325.35,258.62,330,NA,0,8092.11,233.24,300,NA,0,7883.05,209.06,310,NA,0,7633.6,249.45,330,NA,0,7392.88,240.72,311,NA,0,7134.77,258.11,313,NA,0,6885.46,249.31,315,NA,0,6645.21,240.25,320,NA,0,6383.92,261.29,316.55,NA,0,6092.35,291.57,346.55,NA,0,5866.06,226.29,320,NA,0,5558.05,308.01,385,NA,0,5344.39,213.66,235,NA,0,7,"near_prime",8,46,54,1,0,0
"17677","Sponsor Assigned",23945247,"08-01-2019","08-31-2019","Ally Bank","05/2019",19235,73,"05/2025",0.1139,1,1,"06/2019","True",1,2,0,"NISSAN","Rogue Sport",2,2018,3,18500,98,"None","None",2,NA,"False",0.1776,"IL",70,NA,1,18859.47,0,0.1139,0.1139,0.01,NA,NA,187.53,NA,18307.78,369.97,739.94,NA,"False",551.69,0,"08-19-2019",0,"Ally Bank","False",NA,NA,NA,0,18307.78,0,0,NA,0,18280.58,27.2,369.97,NA,0,18087.44,193.14,369.97,NA,0,17886.79,200.65,369.97,NA,0,17639.51,247.28,369.97,NA,0,17489.12,150.39,369.97,NA,0,17276.99,212.13,369.97,NA,0,17073.7,203.29,369.97,NA,0,16863.13,210.57,369.97,NA,0,16655.84,207.29,369.97,NA,0,16441.37,214.47,369.97,NA,0,16230.01,211.36,369.97,NA,0,16016.62,213.39,369.97,NA,0,15796.18,220.44,369.97,NA,0,15578.6,217.58,369.97,NA,0,15354.07,224.53,369.97,NA,0,15132.43,221.64,369.97,NA,0,14908.85,223.58,369.97,NA,0,14669.15,239.7,369.97,NA,0,14441.08,228.07,369.97,NA,0,14206.3,234.78,369.97,NA,0,13973.76,232.54,369.97,NA,0,13734.61,239.15,369.97,NA,0,13497.5,237.11,369.97,NA,0,13258.1,239.4,369.97,NA,0,13012.25,245.85,369.97,NA,0,12768.16,244.09,369.97,NA,0,12517.72,250.44,369.97,NA,0,12268.84,248.88,369.97,NA,0,12017.56,251.28,369.97,NA,0,11752.59,264.97,369.97,NA,0,11496.31,256.28,369.97,NA,0,11233.96,262.35,369.97,NA,0,10972.66,261.3,369.97,NA,0,10705.41,267.25,369.97,NA,0,10439,266.41,369.97,NA,0,10170.01,268.99,369.97,NA,0,9895.25,274.76,369.97,NA,0,9621,274.25,369.97,NA,0,9341.1,279.9,369.97,NA,0,9061.49,279.61,369.97,NA,0,8779.18,282.31,369.97,NA,0,8485.92,293.26,369.97,NA,0,8198.04,287.88,369.97,NA,0,7904.82,293.22,369.97,NA,0,7611.32,293.5,369.97,NA,0,3,"near_prime",4,46,50,1,0,0
"17714","Sponsor Assigned",23939093,"08-01-2019","08-31-2019","Ally Bank","05/2019",8093.96,73,"05/2025",0.0509,1,1,"06/2019","True",1,2,0,"BUICK","Verano",2,2016,1,11775,98,"Consumer Bureau","791",2,NA,"False",0.0392,"TX",70,NA,1,7901.02,130.69,0.0509,0.0509,0.01,NA,NA,96.53,NA,7804.48,130.69,130.69,NA,"False",96.54,0,"08-20-2019",0,"Ally Bank","False",NA,NA,NA,0,7707.52,96.96,130.69,NA,0,7609.07,98.45,130.69,NA,0,7511.27,97.8,130.69,NA,0,7412,99.27,130.69,NA,0,7313.3,98.7,130.69,NA,0,7214.14,99.16,130.69,NA,0,7112.55,101.59,130.69,NA,0,7012.52,100.03,130.69,NA,0,6911.09,101.43,130.69,NA,0,6810.2,100.89,130.69,NA,0,6707.92,102.28,130.69,NA,0,6606.15,101.77,130.69,NA,0,6503.94,102.21,130.69,NA,0,6400.39,103.55,130.69,NA,0,6297.29,103.1,130.69,NA,0,6192.87,104.42,130.69,NA,0,6088.92,103.95,130.69,NA,0,5984.55,104.37,130.69,NA,0,5877.23,107.32,130.69,NA,0,5771.95,105.28,130.69,NA,0,5665.41,106.54,130.69,NA,0,5559.21,106.2,130.69,NA,0,5451.78,107.43,130.69,NA,0,5344.66,107.12,130.69,NA,0,5237.08,107.58,130.69,NA,0,5128.3,108.78,130.69,NA,0,5019.78,108.52,130.69,NA,0,4910.09,109.69,130.69,NA,0,4800.63,109.46,130.69,NA,0,4690.69,109.94,130.69,NA,0,4578.32,112.37,130.69,NA,0,4467.42,110.9,130.69,NA,0,0,4467.42,4479.88,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"prime",4,34,38,0,0,1
"17829","Sponsor Assigned",22458517,"08-01-2019","08-31-2019","Ally Bank","04/2018",19198,73,"04/2024",0.1009,1,1,"05/2018","True",1,2,0,"KIA","Optima",2,2014,1,13750,98,"Consumer Bureau","688",2,NA,"False",0.0544,"TX",57,NA,1,16094.01,356.49,0.1009,0.1009,0.01,NA,NA,218.58,NA,15879.88,356.49,356.49,NA,"False",214.13,0,"08-29-2019",0,"Ally Bank","False",NA,NA,NA,0,15879.88,0,0,NA,0,15668.24,211.64,356.49,NA,0,15454.67,213.57,356.49,NA,0,15454.67,0,213.89,NA,0,15454.67,0,160.42,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,15454.67,0,0,NA,0,0,0,0,NA,7700,NA,0,NA,NA,459.03,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,16,"near_prime",17,7,24,0,1,0
"17856","Sponsor Assigned",24012261,"08-01-2019","08-31-2019","Ally Bank","06/2019",15234.81,73,"06/2025",0.0979,1,1,"07/2019","True",1,2,0,"JEEP","Compass",2,2016,3,12825,98,"Consumer Bureau","703",2,NA,"False",0.0985,"NC",71,NA,1,15141.01,248.76,0.0979,0.0979,0.01,NA,NA,155.93,NA,14952.13,281.76,314.76,NA,"False",188.88,0,"08-19-2019",0,"Ally Bank","False",NA,NA,NA,0,14794.68,157.45,281.76,NA,0,14631.96,162.72,281.76,NA,0,14471.85,160.11,281.76,NA,0,14306.53,165.32,281.76,NA,0,14143.54,162.99,281.76,NA,0,13979.06,164.48,281.76,NA,0,13805.74,173.32,281.76,NA,0,13638.46,167.28,281.76,NA,0,13466.14,172.32,281.76,NA,0,13296.04,170.1,281.76,NA,0,13120.98,175.06,281.76,NA,0,12948.02,172.96,281.76,NA,0,12773.63,174.39,281.76,NA,0,12594.37,179.26,281.76,NA,0,12417.04,177.33,281.76,NA,0,12234.92,182.12,281.76,NA,0,12054.77,180.15,281.76,NA,0,11873.24,181.53,281.76,NA,0,11680.65,192.59,281.76,NA,0,11496.01,184.64,281.76,NA,0,11306.75,189.26,281.76,NA,0,11119,187.75,281.76,NA,0,10926.71,192.29,281.76,NA,0,10735.8,190.91,281.76,NA,0,10543.31,192.49,281.76,NA,0,10346.39,196.92,281.76,NA,0,10150.66,195.73,281.76,NA,0,9950.58,200.08,281.76,NA,0,9751.56,199.02,281.76,NA,0,9550.88,200.68,281.76,NA,0,9340.85,210.03,281.76,NA,0,9136.76,204.09,281.76,NA,0,8928.52,208.24,281.76,NA,0,8721,207.52,281.76,NA,0,8509.41,211.59,281.76,NA,0,8298.4,211.01,281.76,NA,0,8085.64,212.76,281.76,NA,0,7868.94,216.7,281.76,NA,0,7652.61,216.33,281.76,NA,0,7432.43,220.18,281.76,NA,0,7212.47,219.96,281.76,NA,0,6990.68,221.79,281.76,NA,0,6761.42,229.26,281.76,NA,0,6535.88,225.54,281.76,NA,0,6306.71,229.17,281.76,NA,0,6077.39,229.32,281.76,NA,0,2,"prime",3,46,49,1,0,0
"17914","Sponsor Assigned",23292505,"08-01-2019","08-31-2019","Ally Bank","12/2018",17346.44,73,"12/2024",0.0904,1,1,"01/2019","True",1,2,0,"JEEP","Cherokee",2,2015,3,23125,98,"None","None",2,NA,"False",0.0443,"MA",65,NA,1,15747.89,0,0.0904,0.0904,0.01,NA,NA,190.67,NA,15554.6,314.19,314.19,NA,"False",193.29,0,"08-20-2019",0,"Ally Bank","False",NA,NA,NA,0,15359.83,194.77,314.19,NA,0,15159.76,200.07,314.19,NA,0,14961.96,197.8,314.19,NA,0,0,14961.96,15065.71,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"prime",9,5,14,0,0,1
"17971","Sponsor Assigned",24024607,"08-01-2019","08-31-2019","Ally Bank","06/2019",13817.93,73,"06/2025",0.0764,1,1,"07/2019","True",1,2,0,"HONDA","Civic",2,2015,1,13599,98,"Consumer Bureau","765",2,NA,"False",0.0802,"IN",71,NA,1,13616.26,121.68,0.0764,0.0764,0.01,NA,NA,151.65,NA,13410.31,240.56,300,NA,"False",205.95,0,"08-20-2019",0,"Ally Bank","False",NA,NA,NA,0,13185.13,225.18,315,NA,0,12967.92,217.21,300,NA,0,12762.92,205,300,NA,0,12537.71,225.21,300,NA,0,12326.76,210.95,300,NA,0,12106.53,220.23,300,NA,0,11879.82,226.71,300,NA,0,11879.82,0,0,NA,0,11731.09,148.73,300,NA,0,11494.76,236.33,300,NA,0,11273.94,220.82,300,NA,0,11051.6,222.34,300,NA,0,10623.12,428.48,500,NA,0,10389.65,233.47,300,NA,0,10143.87,245.78,300,NA,0,9842.57,301.3,350,NA,0,9125.43,717.14,800,NA,0,8435.11,690.32,750,NA,0,8159.83,275.28,300,NA,0,7140.76,1019.07,1100,NA,0,6869.16,271.6,300,NA,0,6410.86,458.3,500,NA,0,5948.43,462.43,500,NA,0,4486.86,1461.57,1500,NA,0,0,4486.86,4512.22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"prime",3,26,29,0,0,1
"17974","Sponsor Assigned",24025082,"08-01-2019","08-31-2019","Ally Bank","06/2019",8078.32,73,"06/2025",0.0674,1,1,"07/2019","True",1,2,0,"MINI","Cooper Countryman",2,2016,1,18000,98,"Consumer Bureau","827",2,NA,"False",0.044,"FL",71,NA,1,8005.37,0.08,0.0674,0.0674,0.01,NA,NA,91.25,NA,7914.18,137.09,137.01,NA,"False",91.19,0,"08-29-2019",0,"Ally Bank","False",NA,NA,NA,0,7817.92,96.26,137.17,NA,0,7725.58,92.34,137.09,NA,0,7725.58,0,0,NA,0,7537.99,187.59,274.18,NA,0,7442.56,95.43,137.09,NA,0,7352.07,90.49,137.09,NA,0,7256.95,95.12,137.09,NA,0,7159.95,97,137.09,NA,0,7159.95,0,0,NA,0,6965.69,194.26,274.18,NA,0,6868.37,97.32,137.09,NA,0,6770.49,97.88,137.09,NA,0,6670.8,99.69,137.09,NA,0,6571.79,99.01,137.09,NA,0,6571.79,0,0,NA,0,6370.89,200.9,274.18,NA,0,6270.27,100.62,137.09,NA,0,6165.6,104.67,137.09,NA,0,6063.8,101.8,137.09,NA,0,5960.3,103.5,137.09,NA,0,5857.33,102.97,137.09,NA,0,5752.69,104.64,137.09,NA,0,5648.53,104.16,137.09,NA,0,5543.77,104.76,137.09,NA,0,5437.39,106.38,137.09,NA,0,5331.43,105.96,137.09,NA,0,5223.87,107.56,137.09,NA,0,5116.68,107.19,137.09,NA,0,5008.88,107.8,137.09,NA,0,4897.69,111.19,137.09,NA,0,4788.64,109.05,137.09,NA,0,4678.08,110.56,137.09,NA,0,4567.77,110.31,137.09,NA,0,4455.98,111.79,137.09,NA,0,4455.98,0,0,NA,0,0,4455.98,4478.32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"prime",3,37,40,0,0,1
"17989","Sponsor Assigned",23348115,"08-01-2019","08-31-2019","Ally Bank","01/2019",22848,73,"01/2025",0.0894,1,1,"02/2019","True",1,2,0,"NISSAN","Maxima",2,2016,1,19998,98,"Consumer Bureau","708",2,NA,"False",0.0934,"IL",66,NA,1,21435.85,412.7,0.0894,0.0894,0.01,NA,NA,249.96,NA,21217.41,412.7,412.7,NA,"False",218.44,0,"08-22-2019",0,"Ally Bank","False",NA,NA,NA,0,20950.21,267.2,412.7,NA,0,20681.18,269.03,412.7,NA,0,20443.92,237.26,450,NA,0,20443.92,0,123.81,NA,0,20313.68,130.24,272.22,NA,0,19977.88,335.8,440,NA,0,19732.83,245.05,450,NA,0,19732.83,0,0,NA,0,19732.83,0,0,NA,0,19732.83,0,0,NA,0,19732.83,0,0,NA,0,19732.83,0,500,NA,0,19660.07,72.76,450,NA,0,19386.63,273.44,412.7,NA,0,19101.79,284.84,412.7,NA,0,18818.09,283.7,475,NA,0,18400.94,417.15,500,NA,0,17972.63,428.31,550,NA,0,17513.5,459.13,600,NA,0,17050.77,462.73,600,NA,0,0,17050.77,17180.23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"prime",8,22,30,0,0,1
"17996","Sponsor Assigned",23298284,"08-01-2019","08-31-2019","Ally Bank","12/2018",17365.82,73,"12/2024",0.0849,1,1,"01/2019","True",1,2,0,"HYUNDAI","Sonata",2,2016,1,13325,98,"Consumer Bureau","663",2,NA,"False",0.0465,"MN",65,NA,1,16064.75,309.73,0.0849,0.0849,0.01,NA,NA,193.74,NA,15867.11,309.73,309.73,NA,"False",197.64,0,"08-23-2019",0,"Ally Bank","False",NA,NA,NA,0,15682.86,184.25,309.73,NA,0,15460.67,222.19,309.73,NA,0,15283.99,176.68,309.73,NA,0,15084.46,199.53,309.73,NA,0,15084.46,0,0,NA,0,14670.9,413.56,619.46,NA,0,14453.06,217.84,309.73,NA,0,14217.09,235.97,309.73,NA,0,14003,214.09,309.73,NA,0,13797.21,205.79,309.73,NA,0,13583.5,213.71,309.73,NA,0,13421.86,161.64,309.73,NA,0,13208.65,213.21,309.73,NA,0,12951.01,257.64,309.73,NA,0,12725.4,225.61,309.73,NA,0,12498.32,227.08,309.73,NA,0,12281.45,216.87,309.73,NA,0,12080.27,201.18,309.73,NA,0,11840.79,239.48,309.73,NA,0,11616.44,224.35,309.73,NA,0,11398.58,217.86,309.73,NA,0,11184.3,214.28,309.73,NA,0,10913.59,270.71,309.73,NA,0,10697.79,215.8,309.73,NA,0,10475.15,222.64,309.73,NA,0,10226.33,248.82,309.73,NA,0,10023.64,202.69,309.73,NA,0,9774.53,249.11,309.73,NA,0,9508,266.53,309.73,NA,0,9260.19,247.81,309.73,NA,0,9056,204.19,309.73,NA,0,9056,0,0,NA,0,8553.35,502.65,619.46,NA,0,8311.26,242.09,309.73,NA,0,8311.26,0,0,NA,0,8067.26,244,309.73,NA,0,7531.86,535.4,619.46,NA,0,7531.86,0,0,NA,0,7311.48,220.38,309.73,NA,0,6770.66,540.82,619.46,NA,0,6490.85,279.81,309.73,NA,0,6490.85,0,0,NA,0,5968.77,522.08,619.46,NA,0,5968.77,0,0,NA,0,5722.9,245.87,309.73,NA,0,5158.59,564.31,619.46,NA,0,8,"prime",9,46,55,1,0,0
"18038","Sponsor Assigned",22642580,"08-01-2019","08-31-2019","Ally Bank","06/2018",13825.98,73,"06/2024",0.0734,1,1,"07/2018","True",1,2,0,"MAZDA","Mazda6",2,2016,1,16225,98,"Consumer Bureau","715",2,NA,"False",0.0286,"TX",59,NA,1,11799.99,238.7,0.0734,0.0734,0.01,NA,NA,165.21,NA,11634.84,238.7,238.7,NA,"False",165.15,0,"08-27-2019",0,"Ally Bank","False",NA,NA,NA,0,11468.66,166.18,238.7,NA,0,11299.14,169.52,238.7,NA,0,11130.87,168.27,238.7,NA,0,10959.31,171.56,238.7,NA,0,10788.77,170.54,238.7,NA,0,10617.14,171.63,238.7,NA,0,10440.19,176.95,238.7,NA,0,10266.4,173.79,238.7,NA,0,10089.47,176.93,238.7,NA,0,9913.5,175.97,238.7,NA,0,9734.44,179.06,238.7,NA,0,9556.26,178.18,238.7,NA,0,9376.97,179.29,238.7,NA,0,9194.69,182.28,238.7,NA,0,0,9194.69,9205.75,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"prime",15,16,31,0,0,1
"18051","Sponsor Assigned",23922967,"08-01-2019","08-31-2019","Ally Bank","05/2019",7424.02,73,"05/2025",0.0669,1,1,"06/2019","True",1,2,0,"TOYOTA","Corolla",2,2016,1,12400,98,"Consumer Bureau","743",2,NA,"False",0.0418,"FL",70,NA,1,7255.64,125.46,0.0669,0.0669,0.01,NA,NA,84.23,NA,7171.4,125.46,125.46,NA,"False",84.24,0,"08-19-2019",0,"Ally Bank","False",NA,NA,NA,0,7086.68,84.72,125.46,NA,0,7000.18,86.5,125.46,NA,0,6914.49,85.69,125.46,NA,0,6827.04,87.45,125.46,NA,0,6740.31,86.73,125.46,NA,0,6653.04,87.27,125.46,NA,0,6562.85,90.19,125.46,NA,0,6474.58,88.27,125.46,NA,0,6384.62,89.96,125.46,NA,0,6295.34,89.28,125.46,NA,0,6204.4,90.94,125.46,NA,0,6114.1,90.3,125.46,NA,0,6023.28,90.82,125.46,NA,0,5930.85,92.43,125.46,NA,0,5839,91.85,125.46,NA,0,5745.56,93.44,125.46,NA,0,5652.71,92.85,125.46,NA,0,5559.37,93.34,125.46,NA,0,5462.44,96.93,125.46,NA,0,5368.02,94.42,125.46,NA,0,5272.08,95.94,125.46,NA,0,5176.58,95.5,125.46,NA,0,5079.58,97,125.46,NA,0,4982.98,96.6,125.46,NA,0,4885.83,97.15,125.46,NA,0,4787.24,98.59,125.46,NA,0,4688.98,98.26,125.46,NA,0,4589.3,99.68,125.46,NA,0,4489.92,99.38,125.46,NA,0,4389.97,99.95,125.46,NA,0,4287.04,102.93,125.46,NA,0,4185.94,101.1,125.46,NA,0,4083.5,102.44,125.46,NA,0,3981.24,102.26,125.46,NA,0,3877.67,103.57,125.46,NA,0,3774.24,103.43,125.46,NA,0,3670.22,104.02,125.46,NA,0,3564.94,105.28,125.46,NA,0,3459.74,105.2,125.46,NA,0,3353.3,106.44,125.46,NA,0,3246.89,106.41,125.46,NA,0,3139.88,107.01,125.46,NA,0,3030.53,109.35,125.46,NA,0,2922.29,108.24,125.46,NA,0,2812.9,109.39,125.46,NA,0,2703.42,109.48,125.46,NA,0,3,"prime",4,46,50,1,0,0
