"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","BAL44","PRC44","PMT44","REC44","REP44","BAL45","PRC45","PMT45","REC45","REP45","BAL46","PRC46","PMT46","REC46","REP46","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"30081","Sponsor Assigned",23747610,"08-01-2019","08-31-2019","Ally Bank","04/2019",11392.01,73,"04/2025",0.0864,1,1,"05/2019","True",1,2,0,"VOLKSWAGEN","Passat",2,2015,1,11757,3,"None","None",2,NA,"False",0.1309,"OR",69,NA,1,10852.87,0,0.0864,0.0864,0.01,NA,NA,122.86,NA,10728.47,204.03,204.03,NA,"False",124.4,0,"08-16-2019",0,"Ally Bank","False",NA,NA,NA,0,10603.16,125.31,204.03,NA,0,10474.42,128.74,204.03,NA,0,10347.25,127.17,204.03,NA,0,10216.69,130.56,204.03,NA,0,10087.53,129.16,204.03,NA,0,9957.32,130.21,204.03,NA,0,9821.46,135.86,204.03,NA,0,9689.3,132.16,204.03,NA,0,9553.89,135.41,204.03,NA,0,9419.78,134.11,204.03,NA,0,9282.46,137.32,204.03,NA,0,9146.36,136.1,204.03,NA,0,9009.26,137.1,204.03,NA,0,8869.03,140.23,204.03,NA,0,8729.9,139.13,204.03,NA,0,8587.69,142.21,204.03,NA,0,8446.59,141.1,204.03,NA,0,8304.54,142.05,204.03,NA,0,8155.55,148.99,204.03,NA,0,8011.37,144.18,204.03,NA,0,7864.23,147.14,204.03,NA,0,7717.91,146.32,204.03,NA,0,7568.69,149.22,204.03,NA,0,7420.2,148.49,204.03,NA,0,7270.62,149.58,204.03,NA,0,7118.22,152.4,204.03,NA,0,6966.42,151.8,204.03,NA,0,6811.86,154.56,204.03,NA,0,6657.82,154.04,204.03,NA,0,6502.65,155.17,204.03,NA,0,6341.72,160.93,204.03,NA,0,6184.23,157.49,204.03,NA,0,6024.12,160.11,204.03,NA,0,5864.3,159.82,204.03,NA,0,5701.91,162.39,204.03,NA,0,5539.72,162.19,204.03,NA,0,5376.34,163.38,204.03,NA,0,5210.49,165.85,204.03,NA,0,5044.7,165.79,204.03,NA,0,4876.49,168.21,204.03,NA,0,4708.24,168.25,204.03,NA,0,4538.76,169.48,204.03,NA,0,4364.81,173.95,204.03,NA,0,4192.81,172,204.03,NA,0,4018.55,174.26,204.03,NA,0,3844.01,174.54,204.03,NA,0,4,"prime",5,46,51,1,0,0
"30104","Sponsor Assigned",23743782,"08-01-2019","08-31-2019","Ally Bank","04/2019",12546.5,73,"04/2025",0.1054,1,1,"05/2019","True",1,2,0,"TOYOTA","Corolla",2,2016,1,11575,98,"Consumer Bureau","663",2,NA,"False",0.1196,"MD",69,NA,1,12217.46,236.89,0.1054,0.1054,0.01,NA,NA,127.55,NA,12089.93,236.89,236.89,NA,"False",127.53,0,"08-19-2019",0,"Ally Bank","False",NA,NA,NA,0,11961.26,128.67,236.89,NA,0,11827.98,133.28,236.89,NA,0,11703.79,124.19,236.89,NA,0,11564.9,138.89,236.89,NA,0,11431.38,133.52,236.89,NA,0,11296.54,134.84,236.89,NA,0,0,11296.54,11342.08,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"near_prime",5,8,13,0,0,1
"30123","Sponsor Assigned",23780782,"08-01-2019","08-31-2019","Ally Bank","04/2019",16000.75,73,"04/2025",0.0834,1,1,"05/2019","True",1,2,0,"NISSAN","Altima",2,2017,1,14147,3,"Consumer Bureau","688",2,NA,"False",0.0772,"HI",69,NA,1,15731.26,552.48,0.0834,0.0834,0.01,NA,NA,174.16,NA,15596.6,284.16,300,NA,"False",134.66,0,"08-20-2019",3,"Ally Bank","False",NA,NA,NA,0,15374.66,221.94,282.52,NA,0,15227.02,147.64,291.65,NA,0,15010.52,216.5,300,NA,0,14818.25,192.27,281.44,NA,0,14683.95,134.3,284.16,NA,0,14522.75,161.2,285,NA,0,14365.05,157.7,300,NA,0,14065.73,299.32,400,NA,0,13936.53,129.2,180.02,NA,0,13750.82,185.71,284.16,NA,0,13347.39,403.43,568.32,NA,0,13163.6,183.79,284.16,NA,0,13163.6,0,0,NA,0,12998.58,165.02,291,NA,0,12784.48,214.1,300,NA,0,12596.09,188.39,302,NA,0,12379.31,216.78,300,NA,0,12295.28,84.03,200,NA,0,11782.7,512.58,670.05,NA,0,11582,200.7,284.16,NA,0,11476.4,105.6,140,NA,0,11397.8,78.6,144.16,NA,0,11219.58,178.22,285,NA,0,11191.36,28.22,100,NA,0,10739.26,452.1,595.86,NA,0,10579.64,159.62,184.16,NA,0,10579.64,0,100,NA,0,10377.43,202.21,240,NA,0,10355.68,21.75,100,NA,0,10061.32,294.36,412.48,NA,0,9548.52,512.8,576.24,NA,0,9224.64,323.88,376.24,NA,0,9224.64,0,0,NA,0,9224.64,0,100,NA,0,8665.23,559.41,652.48,NA,0,8428.59,236.64,418.07,NA,0,8196,232.59,300,NA,0,8196,0,0,NA,0,7981.47,214.53,351.24,NA,0,6917.14,1064.33,1176.85,NA,0,6966.65,0,49.51,NA,0,6664.76,301.89,351.24,NA,0,6561.97,102.79,150,NA,0,6561.97,0,0,NA,0,6221.23,340.74,426.24,NA,0,5839.61,381.62,426.24,NA,0,4,"prime",5,46,51,1,0,0
"30125","Sponsor Assigned",22124050,"08-01-2019","08-31-2019","Ally Bank","02/2018",18661,73,"02/2024",0.111,1,1,"03/2018","True",1,2,0,"BUICK","Enclave",2,2012,3,15375,98,"Consumer Bureau","665",2,NA,"False",0.0716,"DE",55,NA,1,15468.79,239.19,0.111,0.111,0.01,NA,NA,213.07,NA,15048.63,357.78,715.56,NA,"False",420.16,0,"08-23-2019",0,"Ally Bank","False",NA,NA,NA,0,15048.63,0,0,NA,0,15048.63,0,0,NA,0,14661.53,387.1,739.47,NA,0,14366.06,295.47,393.55,NA,0,14206.86,159.2,360,NA,0,13831.21,375.65,600,NA,0,13831.21,0,0,NA,0,13831.21,0,0,NA,0,13831.21,0,0,NA,0,13831.21,0,0,NA,0,13831.21,0,0,NA,0,13831.21,0,600,NA,0,13651.34,179.87,651.75,NA,0,13455.03,196.31,357.78,NA,0,13455.03,0,0,NA,0,13274.98,180.05,380,NA,0,12730.86,544.12,762.68,NA,0,12730.86,0,0,NA,0,12224.37,506.49,751.34,NA,0,12224.37,0,0,NA,0,12224.37,0,0,NA,0,11736.64,487.73,800,NA,0,11736.64,0,0,NA,0,11736.64,0,0,NA,0,4849.08,6887.56,6991.07,NA,0,4849.08,0,0,NA,0,4947.97,0,98.89,NA,0,2187.52,2760.45,2901.89,NA,0,2187.52,0,0,NA,0,2187.52,0,0,NA,0,2187.52,0,0,NA,0,2187.52,0,0,NA,0,2187.52,0,0,NA,0,2187.52,0,0,NA,0,2187.52,0,0,NA,0,1998.42,189.1,189.1,NA,0,1998.42,0,0,NA,0,1998.42,0,0,NA,0,1998.42,0,34.27,NA,0,0,0,0,NA,-300,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,18,"near_prime",19,8,27,0,1,0
"30131","Sponsor Assigned",22264790,"08-01-2019","08-31-2019","Ally Bank","03/2018",21875.36,73,"03/2024",0.0484,1,1,"04/2018","True",1,2,0,"JEEP","Wrangler Unlimited",2,2017,3,32350,98,"Consumer Bureau","692",2,NA,"False",0.1004,"PA",56,NA,1,17204.36,0,0.0484,0.0484,0.01,NA,NA,279.11,NA,16930.55,351.37,351.37,NA,"False",273.81,0,"08-23-2019",0,"Ally Bank","False",NA,NA,NA,0,16648.77,281.78,351.37,NA,0,16357,291.77,351.37,NA,0,16085.88,271.12,351.37,NA,0,15785.7,300.18,351.37,NA,0,15785.7,0,0,NA,0,15565.92,219.78,351.37,NA,0,15270.13,295.79,351.37,NA,0,14989.44,280.69,351.37,NA,0,14695.55,293.89,351.37,NA,0,14398.59,296.96,351.37,NA,0,14102.44,296.15,351.37,NA,0,13825.67,276.77,351.37,NA,0,13514.52,311.15,351.37,NA,0,13231.06,283.46,351.37,NA,0,12928.68,302.38,351.37,NA,0,12640.57,288.11,351.37,NA,0,12329.41,311.16,351.37,NA,0,12329.41,0,0,NA,0,11733.5,595.91,702.74,NA,0,11413.25,320.25,351.37,NA,0,11110.31,302.94,351.37,NA,0,0,11110.31,11147.14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"super_prime",18,23,41,0,0,1
"30140","Sponsor Assigned",22129212,"08-01-2019","08-31-2019","Ally Bank","02/2018",16486.09,73,"02/2024",0.0914,1,1,"03/2018","True",1,2,0,"HONDA","CR-V",2,2012,3,13300,98,"Consumer Bureau","684",2,NA,"False",0.091,"IN",55,NA,1,13395.23,299.58,0.0914,0.0914,0.01,NA,NA,195.5,NA,13208.77,299.58,287.08,NA,"False",186.46,0,"08-19-2019",0,"Ally Bank","False",NA,NA,NA,0,13014.61,194.16,300,NA,0,12812.37,202.24,300,NA,0,12611.82,200.55,300,NA,0,12406.56,205.26,300,NA,0,12202.72,203.84,300,NA,0,11997.19,205.53,300,NA,0,11772.09,225.1,300,NA,0,11574.98,197.11,300,NA,0,11329.9,245.08,300,NA,0,11148.73,181.17,300,NA,0,10929.47,219.26,300,NA,0,10675.43,254.04,325,NA,0,10474.07,201.36,300,NA,0,10252.54,221.53,300,NA,0,10019.11,233.43,300,NA,0,9806.68,212.43,300,NA,0,9548.33,258.35,300,NA,0,9355.93,192.4,300,NA,0,9121.53,234.4,300,NA,0,8871.78,249.75,300,NA,0,8651.76,220.02,300,NA,0,8425.42,226.34,300,NA,0,8184.49,240.93,300,NA,0,7948.02,236.47,300,NA,0,7713.7,234.32,300,NA,0,7465.85,247.85,300,NA,0,7220.07,245.78,300,NA,0,6983.35,236.72,300,NA,0,6983.35,0,0,NA,0,6492.46,490.89,617.66,NA,0,6215.22,277.24,300,NA,0,5980.59,234.63,300,NA,0,5730.01,250.58,300,NA,0,5474.49,255.52,300,NA,0,5215.62,258.87,300,NA,0,4956.11,259.51,300,NA,0,4694.58,261.53,300,NA,0,4429.85,264.73,300,NA,0,4164.24,265.61,300,NA,0,3895.52,268.72,300,NA,0,3625.76,269.76,300,NA,0,0,3625.76,3649.37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"prime",19,43,62,0,0,1
"30157","Sponsor Assigned",22987283,"08-01-2019","08-31-2019","Ally Bank","09/2018",13966.6,73,"09/2024",0.0464,1,1,"10/2018","True",1,2,0,"HONDA","Odyssey",2,2016,2,21075,98,"Consumer Bureau","819",2,NA,"False",0.1011,"OH",62,NA,1,12263.05,223,0.0464,0.0464,0.01,NA,NA,174.65,NA,12085.25,223,223,NA,"False",177.8,0,"08-26-2019",0,"Ally Bank","False",NA,NA,NA,0,11908.33,176.92,223,NA,0,11735.28,173.05,223,NA,0,11555.54,179.74,223,NA,0,11376.6,178.94,223,NA,0,11198.35,178.25,223,NA,0,11019.36,178.99,223,NA,0,10839.67,179.69,223,NA,0,10657.9,181.77,223,NA,0,10474.08,183.82,223,NA,0,10294.9,179.18,223,NA,0,10109.75,185.15,223,NA,0,9923.92,185.83,223,NA,0,9742.44,181.48,223,NA,0,9556.49,185.95,223,NA,0,9367.41,189.08,223,NA,0,9185.97,181.44,223,NA,0,9001.49,184.48,223,NA,0,8805.95,195.54,223,NA,0,8617.65,188.3,223,NA,0,8425.32,192.33,223,NA,0,8236.59,188.73,223,NA,0,8047.1,189.49,223,NA,0,7853.77,193.33,223,NA,0,7660.72,193.05,223,NA,0,7467.91,192.81,223,NA,0,7274.34,193.57,223,NA,0,7076.31,198.03,223,NA,0,6884.79,191.52,223,NA,0,6694.17,190.62,223,NA,0,6492.44,201.73,223,NA,0,6289.25,203.19,223,NA,0,6097.43,191.82,223,NA,0,5895.36,202.07,223,NA,0,5693.34,202.02,223,NA,0,5492.78,200.56,223,NA,0,5292.12,200.66,223,NA,0,5089.98,202.14,223,NA,0,4885.1,204.88,223,NA,0,4680.11,204.99,223,NA,0,4475.55,204.56,223,NA,0,4270.76,204.79,223,NA,0,4067.3,203.46,223,NA,0,3857.23,210.07,223,NA,0,3648.45,208.78,223,NA,0,3439.83,208.62,223,NA,0,3231.26,208.57,223,NA,0,11,"super_prime",12,46,58,1,0,0
"30161","Sponsor Assigned",23758240,"08-01-2019","08-31-2019","Ally Bank","04/2019",21061.13,73,"04/2025",0.0634,1,1,"05/2019","True",1,2,0,"CHEVROLET","Impala",2,2018,1,22275,98,"Consumer Bureau","827",2,NA,"False",0.0589,"NY",69,NA,1,19986.6,0,0.0634,0.0634,0.01,NA,NA,243.61,NA,19726.96,353.36,353.36,NA,"False",259.64,0,"08-06-2019",0,"Ally Bank","False",NA,NA,NA,0,19490.09,236.87,353.36,NA,0,19217.97,272.12,353.36,NA,0,18994.79,223.18,353.36,NA,0,18723.91,270.88,353.36,NA,0,18481.06,242.85,353.36,NA,0,18481.06,0,0,NA,0,18306.98,174.08,353.36,NA,0,18045.59,261.39,353.36,NA,0,17804.76,240.83,353.36,NA,0,17550.09,254.67,353.36,NA,0,17284.89,265.2,353.36,NA,0,17018.36,266.53,353.36,NA,0,16744.6,273.76,353.36,NA,0,16472.46,272.14,353.36,NA,0,16218.97,253.49,353.36,NA,0,15947.09,271.88,353.36,NA,0,15687.7,259.39,353.36,NA,0,15421.54,266.16,353.36,NA,0,15140.5,281.04,353.36,NA,0,14871.3,269.2,353.36,NA,0,14590.27,281.03,353.36,NA,0,14315.47,274.8,353.36,NA,0,14039.19,276.28,353.36,NA,0,13758.99,280.2,353.36,NA,0,13482.11,276.88,353.36,NA,0,13196.66,285.45,353.36,NA,0,12909.78,286.88,353.36,NA,0,12630.42,279.36,353.36,NA,0,12345.07,285.35,353.36,NA,0,12051.75,293.32,353.36,NA,0,11765.38,286.37,353.36,NA,0,11471.29,294.09,353.36,NA,0,11175.71,295.58,353.36,NA,0,10886.41,289.3,353.36,NA,0,10591.67,294.74,353.36,NA,0,10287.98,303.69,353.36,NA,0,9990.02,297.96,353.36,NA,0,9690.45,299.57,353.36,NA,0,9385.9,304.55,353.36,NA,0,9087.97,297.93,353.36,NA,0,8778.81,309.16,353.36,NA,0,8472.72,306.09,353.36,NA,0,6005.81,2466.91,2544.16,NA,0,1509.56,4496.25,4517.78,NA,0,0,1509.56,1512.19,NA,0,NA,NA,NA,NA,NA,4,"prime",5,46,51,0,0,1
"30206","Sponsor Assigned",23670015,"08-01-2019","08-31-2019","Ally Bank","03/2019",11354,73,"03/2025",0.0574,1,1,"04/2019","True",1,2,0,"VOLKSWAGEN","Golf SportWagen",2,2017,1,16625,98,"Consumer Bureau","812",2,NA,"False",0.0534,"NC",68,NA,1,10576.53,0,0.0574,0.0574,0.01,NA,NA,134.02,NA,10429.75,186.77,200,NA,"False",146.78,0,"08-23-2019",0,"Ally Bank","False",NA,NA,NA,0,10429.75,0,0,NA,0,10132.76,296.99,400,NA,0,10132.76,0,0,NA,0,10014.02,118.74,200,NA,0,9382.89,631.13,700,NA,0,8519.98,862.91,900,NA,0,7956.72,563.26,600,NA,0,7770.45,186.27,200,NA,0,7636.26,134.19,200,NA,0,7473.39,162.87,200,NA,0,7302.69,170.7,200,NA,0,7131.32,171.37,200,NA,0,6967.11,164.21,200,NA,0,6612.63,354.48,400,NA,0,6612.63,0,0,NA,0,6457.22,155.41,200,NA,0,6284.58,172.64,200,NA,0,6085.97,198.61,250,NA,0,5667.17,418.8,435.97,NA,0,5497.47,169.7,200,NA,0,5326,171.47,200,NA,0,5326,0,0,NA,0,5262.02,63.98,100,NA,0,5007.35,254.67,300,NA,0,4823.1,184.25,200,NA,0,4647.37,175.73,200,NA,0,4475.87,171.5,200,NA,0,4393.47,82.4,100,NA,0,4016.36,377.11,400,NA,0,3033.41,982.95,1000,NA,0,2343.13,690.28,700,NA,0,2343.13,0,0,NA,0,2165.24,177.89,200,NA,0,1880.21,285.03,300,NA,0,1789.38,90.83,100,NA,0,1596.98,192.4,200,NA,0,1596.98,0,0,NA,0,1006.43,590.55,600,NA,0,1006.43,0,0,NA,0,816.24,190.19,200,NA,0,521.5,294.74,300,NA,0,0,521.5,523.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"prime",6,43,49,0,0,1
"30235","Sponsor Assigned",23673467,"08-01-2019","08-31-2019","Ally Bank","03/2019",16777.06,73,"03/2025",0.0854,1,1,"04/2019","True",1,2,0,"MAZDA","Mazda6",2,2016,1,14100,98,"Consumer Bureau","700",2,NA,"False",0.0896,"CT",68,NA,1,13003.07,0,0.0854,0.0854,0.01,NA,NA,182.18,NA,13003.07,298.59,0,NA,"False",0,0,"06-06-2019",0,"Ally Bank","False",NA,NA,NA,0,13003.07,0,0,NA,0,0,13003.07,13365.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"prime",6,3,9,0,0,1
"30239","Sponsor Assigned",23786255,"08-01-2019","08-31-2019","Ally Bank","04/2019",22168.34,73,"04/2025",0.0819,1,1,"05/2019","True",1,2,0,"CHEVROLET","Silverado",2,2014,2,21075,98,"Consumer Bureau","746",2,NA,"False",0.0835,"MI",69,NA,1,21513.18,390.74,0.0819,0.0819,0.01,NA,NA,241.58,NA,21238.29,390.74,410.27,NA,"False",274.89,19.53,"08-19-2019",0,"Ally Bank","False",NA,NA,NA,0,21009.57,228.72,390.74,NA,0,20713.11,296.46,390.74,NA,0,20466.44,246.67,390.74,NA,0,20213.46,252.98,390.74,NA,0,19963.2,250.26,390.74,NA,0,19710.94,252.26,390.74,NA,0,19448.11,262.83,390.74,NA,0,19192.28,255.83,390.74,NA,0,18930.38,261.9,390.74,NA,0,18670.96,259.42,390.74,NA,0,18405.56,265.4,390.74,NA,0,18142.5,263.06,390.74,NA,0,17877.61,264.89,390.74,NA,0,17606.88,270.73,390.74,NA,0,17338.28,268.6,390.74,NA,0,17063.93,274.35,390.74,NA,0,16791.67,272.26,390.74,NA,0,16517.73,273.94,390.74,NA,0,16230.77,286.96,390.74,NA,0,15952.93,277.84,390.74,NA,0,15669.58,283.35,390.74,NA,0,15387.84,281.74,390.74,NA,0,15100.68,287.16,390.74,NA,0,14814.98,285.7,390.74,NA,0,14527.29,287.69,390.74,NA,0,14234.34,292.95,390.74,NA,0,13942.61,291.73,390.74,NA,0,13645.72,296.89,390.74,NA,0,13349.9,295.82,390.74,NA,0,13052.02,297.88,390.74,NA,0,12743.28,308.74,390.74,NA,0,12441.18,302.1,390.74,NA,0,12134.19,306.99,390.74,NA,0,11827.85,306.34,390.74,NA,0,11516.73,311.12,390.74,NA,0,11206.1,310.63,390.74,NA,0,10893.31,312.79,390.74,NA,0,10575.9,317.41,390.74,NA,0,10258.72,317.18,390.74,NA,0,9937.04,321.68,390.74,NA,0,9615.42,321.62,390.74,NA,0,9291.56,323.86,390.74,NA,0,8959.2,332.36,390.74,NA,0,8630.78,328.42,390.74,NA,0,8298.14,332.64,390.74,NA,0,7965.12,333.02,390.74,NA,0,4,"prime",5,46,51,1,0,0
"30252","Sponsor Assigned",23783711,"08-01-2019","08-31-2019","Ally Bank","04/2019",10636.16,73,"04/2025",0.0659,1,1,"05/2019","True",1,2,0,"NISSAN","Sentra",2,2014,1,7747,3,"Consumer Bureau","661",2,NA,"False",0.0514,"NV",69,NA,1,10233.8,98.7,0.0659,0.0659,0.01,NA,NA,122.11,NA,10094.77,179.74,200,NA,"False",139.03,0,"08-28-2019",0,"Ally Bank","False",NA,NA,NA,0,10050.74,44.03,98.7,NA,0,9927.25,123.49,179.74,NA,0,9801.27,125.98,179.74,NA,0,9658.68,142.59,179.74,NA,0,9550.31,108.37,179.74,NA,0,9401.52,148.79,179.74,NA,0,9286.11,115.41,179.74,NA,0,9151.51,134.6,179.74,NA,0,9021.2,130.31,179.74,NA,0,8890.19,131.01,179.74,NA,0,8772.88,117.31,179.74,NA,0,0,8772.88,8810.79,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"prime",5,13,18,0,0,1
