"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"12265","Sponsor Assigned",20138014,"05-01-2017","05-31-2017","Ally Bank","08/2016",20273.48,73,"08/2022",0.029,1,1,"09/2016","True",1,2,0,"SUBA","FORESTER            ",1,2017,3,26251,1,"Consumer Bureau","789",2,NA,"False",0.1025,"PA",63,NA,1,17857.95,274.8,0.029,0.029,0.01,NA,NA,264.08,NA,17857.95,307.48,0,NA,"False",0,0,"04-17-2017",0,"Ally Bank","False",NA,NA,NA,0,17669.49,188.46,275,NA,0,17400.2,269.29,310,NA,0,17130.29,269.91,310,NA,0,16861.12,269.17,310,NA,0,16592.64,268.48,310,NA,0,16330.09,262.55,310,NA,0,16055.12,274.97,310,NA,0,15783.38,271.74,310,NA,0,15512.25,271.13,310,NA,0,15236.75,275.5,310,NA,0,14961.85,274.9,310,NA,0,14694.64,267.21,310,NA,0,14417.32,277.32,310,NA,0,14139.39,277.93,310,NA,0,13861.96,277.43,310,NA,0,13587.2,274.76,310,NA,0,13308.5,278.7,310,NA,0,13036.56,271.94,310,NA,0,12801.12,235.44,264.44,NA,0,12523.13,277.99,307.48,NA,0,12243.5,279.63,307.48,NA,0,11966.17,277.33,307.48,NA,0,11695.76,270.41,307.48,NA,0,11413.36,282.4,307.48,NA,0,11131.27,282.09,307.48,NA,0,10848.55,282.72,307.48,NA,0,10572.09,276.46,307.48,NA,0,10285.6,286.49,307.48,NA,0,10006.72,278.88,307.48,NA,0,9723.88,282.84,307.48,NA,0,9437.25,286.63,307.48,NA,0,9152.24,285.01,307.48,NA,0,8873.77,278.47,307.48,NA,0,8579.65,294.12,307.48,NA,0,8293.92,285.73,307.48,NA,0,8004.84,289.08,307.48,NA,0,7718.92,285.92,307.48,NA,0,7430.4,288.52,307.48,NA,0,7139.4,291,307.48,NA,0,6849.46,289.94,307.48,NA,0,6558.26,291.2,307.48,NA,0,6270.01,288.25,307.48,NA,0,5975.45,294.56,307.48,NA,0,10,"super_prime",11,43,54,1,0,0
"12272","Sponsor Assigned",20138487,"05-01-2017","05-31-2017","Ally Bank","08/2016",27077.28,73,"08/2022",0.0299,1,1,"09/2016","True",1,2,0,"KIA ","SPORTAGE            ",1,2017,3,24863,1,"Consumer Bureau","786",2,NA,"False",0.0564,"PA",63,NA,1,24316.55,411.78,0.0299,0.0299,0.01,NA,NA,351.99,NA,23958.54,411.78,411.78,NA,"False",358.01,0,"05-11-2017",0,"Ally Bank","False",NA,NA,NA,0,23603.67,354.87,411.78,NA,0,23255.69,347.98,411.78,NA,0,22897.24,358.45,411.78,NA,0,22539.84,357.4,411.78,NA,0,22196.37,343.47,411.78,NA,0,21831.86,364.51,411.78,NA,0,21480.88,350.98,411.78,NA,0,21127.16,353.72,411.78,NA,0,20767.29,359.87,411.78,NA,0,20404.84,362.45,411.78,NA,0,20041.52,363.32,411.78,NA,0,19672.42,369.1,411.78,NA,0,19317.03,355.39,411.78,NA,0,18951.13,365.9,411.78,NA,0,18581.26,369.87,411.78,NA,0,18224.27,356.99,411.78,NA,0,17855.77,368.5,411.78,NA,0,17493.71,362.06,411.78,NA,0,17120.61,373.1,411.78,NA,0,16755.1,365.51,411.78,NA,0,16384.49,370.61,411.78,NA,0,16010.28,374.21,411.78,NA,0,15637.84,372.44,411.78,NA,0,15264.48,373.36,411.78,NA,0,14893.96,370.52,411.78,NA,0,14516.33,377.63,411.78,NA,0,14137.84,378.49,411.78,NA,0,13764.27,373.57,411.78,NA,0,13384.05,380.22,411.78,NA,0,13005.15,378.9,411.78,NA,0,12628.52,376.63,411.78,NA,0,12247.75,380.77,411.78,NA,0,11869.99,377.76,411.78,NA,0,11484.39,385.6,411.78,NA,0,11098.88,385.51,411.78,NA,0,10714.3,384.58,411.78,NA,0,10332.28,382.02,411.78,NA,0,9944.13,388.15,411.78,NA,0,9559.97,384.16,411.78,NA,0,9170.84,389.13,411.78,NA,0,8782.29,388.55,411.78,NA,0,8392.75,389.54,411.78,NA,0,8002.91,389.84,411.78,NA,0,10,"super_prime",11,43,54,1,0,0
"12297","Sponsor Assigned",20140030,"05-01-2017","05-31-2017","Ally Bank","08/2016",26764.79,73,"08/2022",0.0495,1,1,"09/2016","True",1,2,0,"HYUN","SONATA              ",1,2015,1,28270,1,"Consumer Bureau","667",2,NA,"False",0.045,"NJ",63,NA,1,24202.99,431.3,0.0495,0.0495,0.01,NA,NA,332.81,NA,23880,431.3,431.3,NA,"False",322.99,0,"05-17-2017",0,"Ally Bank","False",NA,NA,NA,0,23545.85,334.15,431.3,NA,0,23203.95,341.9,431.3,NA,0,22873.34,330.61,431.3,NA,0,22538.19,335.15,431.3,NA,0,22192.46,345.73,431.3,NA,0,21860.47,331.99,431.3,NA,0,21518.1,342.37,431.3,NA,0,21168.5,349.6,431.3,NA,0,20834.8,333.7,431.3,NA,0,20474.13,360.67,431.3,NA,0,20140,334.13,431.3,NA,0,19790.63,349.37,431.3,NA,0,19447.89,342.74,431.3,NA,0,19090.43,357.46,431.3,NA,0,18741.97,348.46,431.3,NA,0,18381.83,360.14,431.3,NA,0,18027.8,354.03,431.3,NA,0,17674.73,353.07,431.3,NA,0,17310.54,364.19,431.3,NA,0,16956.7,353.84,431.3,NA,0,16596.68,360.02,431.3,NA,0,16228.39,368.29,431.3,NA,0,15856.5,371.89,431.3,NA,0,15496.15,360.35,431.3,NA,0,15132.09,364.06,431.3,NA,0,14762.35,369.74,431.3,NA,0,14391.1,371.25,431.3,NA,0,14016.39,374.71,431.3,NA,0,13647.81,368.58,431.3,NA,0,13277.58,370.23,431.3,NA,0,12896.69,380.89,431.3,NA,0,12519.54,377.15,431.3,NA,0,12140.73,378.81,431.3,NA,0,11757.05,383.68,431.3,NA,0,11375.04,382.01,431.3,NA,0,10988.35,386.69,431.3,NA,0,10604.61,383.74,431.3,NA,0,10216.34,388.27,431.3,NA,0,9827.87,388.47,431.3,NA,0,9437.77,390.1,431.3,NA,0,9040.93,396.84,431.3,NA,0,8651.2,389.73,431.3,NA,0,8256.17,395.03,431.3,NA,0,10,"super_prime",11,43,54,1,0,0
"12302","Sponsor Assigned",20140201,"05-01-2017","05-31-2017","Ally Bank","08/2016",14315.18,73,"08/2022",0.0475,1,1,"09/2016","True",1,2,0,"CHEV","SONIC               ",1,2015,1,20474,1,"Consumer Bureau","694",2,NA,"False",0.0941,"FL",63,NA,1,12938.25,229.33,0.0475,0.0475,0.01,NA,NA,178.81,NA,12757.74,229.33,229.33,NA,"False",180.51,0,"05-22-2017",0,"Ally Bank","False",NA,NA,NA,0,12578.21,179.53,229.33,NA,0,12401.25,176.96,229.33,NA,0,12220.33,180.92,229.33,NA,0,12033.93,186.4,229.33,NA,0,11853.14,180.79,229.33,NA,0,11679.33,173.81,229.33,NA,0,11489.51,189.82,229.33,NA,0,11306.52,182.99,229.33,NA,0,11121.32,185.2,229.33,NA,0,10932.51,188.81,229.33,NA,0,10747.28,185.23,229.33,NA,0,10558.5,188.78,229.33,NA,0,10371.76,186.74,229.33,NA,0,10184.26,187.5,229.33,NA,0,9994.68,189.58,229.33,NA,0,9806.96,187.72,229.33,NA,0,9615.91,191.05,229.33,NA,0,9431.62,184.29,229.33,NA,0,9232.97,198.65,229.33,NA,0,9040.88,192.09,229.33,NA,0,8848.02,192.86,229.33,NA,0,8645.17,202.85,229.33,NA,0,8441.71,203.46,229.33,NA,0,8247.96,193.75,230,NA,0,8041.08,206.88,238,NA,0,7840.37,200.71,230,NA,0,7645.74,194.63,230.33,NA,0,7446.08,199.66,230.5,NA,0,7233.21,212.87,240,NA,0,7021.9,211.31,240.48,NA,0,6809.89,212.01,240.33,NA,0,6598.23,211.66,240,NA,0,6382.21,216.02,240,NA,0,6167.06,215.15,240,NA,0,5952.67,214.39,240,NA,0,5734.2,218.47,241.65,NA,0,0,5734.2,5750.57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"super_prime",11,38,49,0,0,1
"12333","Sponsor Assigned",20141241,"05-01-2017","05-31-2017","Ally Bank","08/2016",30138,73,"08/2022",0.1025,1,1,"09/2016","True",1,2,0,"HOND","CR-V                ",1,2016,3,27717,1,"Consumer Bureau","678",2,NA,"False",0.1129,"SC",63,NA,1,26370.13,0,0.1025,0.1025,0.01,NA,NA,330.88,NA,25171.26,564.51,1370,NA,"False",1198.87,0,"05-12-2017",0,"Ally Bank","False",NA,NA,NA,0,23904.52,1266.74,1500,NA,0,22152.89,1751.63,2000,NA,0,20302.19,1850.7,2000,NA,0,18439.02,1863.17,2000,NA,0,16619.78,1819.24,2000,NA,0,14292.46,2327.32,2500,NA,0,12912.86,1379.6,1500,NA,0,11992.63,920.23,1000,NA,0,11120.6,872.03,1000,NA,0,10220.53,900.07,1000,NA,0,9303.76,916.77,1000,NA,0,8382.14,921.62,1000,NA,0,7459.81,922.33,1000,NA,0,6520.56,939.25,1000,NA,0,5066.33,1454.23,1500,NA,0,1624.39,3441.94,3500,NA,0,17.37,1607.02,1614.77,NA,0,0,17.37,17.45,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"near_prime",11,19,30,0,0,1
"12416","Sponsor Assigned",20177071,"05-01-2017","05-31-2017","Ally Bank","08/2016",24666.41,74,"09/2022",0.0449,1,1,"10/2016","True",2,2,0,"TOYT","CAMRY               ",1,2017,1,22818,1,"Consumer Bureau","796",2,NA,"False",0.0934,"NC",64,NA,1,22893.06,0,0.0449,0.0449,0.01,NA,NA,308.81,NA,21959.9,392.16,1182.48,NA,"False",933.16,12,"05-29-2017",0,"Ally Bank","False",NA,NA,NA,0,21959.9,0,0,NA,0,21662.28,297.62,392.16,NA,0,21005.82,656.46,784.32,NA,0,20680.84,324.98,392.16,NA,0,20680.84,0,0,NA,0,20426.05,254.79,398.16,NA,0,20426.05,0,0,NA,0,20234.89,191.16,392.16,NA,0,19502.84,732.05,802.32,NA,0,19161.05,341.79,392.16,NA,0,18837.24,323.81,392.16,NA,0,18512.27,324.97,392.16,NA,0,18199.81,312.46,392.16,NA,0,17865.85,333.96,392.16,NA,0,16806.33,1059.52,1188.48,NA,0,16022.15,784.18,790.32,NA,0,15689.11,333.04,392.16,NA,0,15356.77,332.34,392.16,NA,0,14624.96,731.81,790.32,NA,0,14286.77,338.19,392.16,NA,0,13949.08,337.69,392.16,NA,0,13604.96,344.12,392.16,NA,0,13264.67,340.29,392.16,NA,0,12921.46,343.21,392.16,NA,0,12578.57,342.89,392.16,NA,0,12232.82,345.75,392.16,NA,0,11887.3,345.52,392.16,NA,0,11540.46,346.84,392.16,NA,0,11190.88,349.58,392.16,NA,0,10841.39,349.49,392.16,NA,0,10489.23,352.16,392.16,NA,0,10135.78,353.45,392.16,NA,0,9783.41,352.37,392.16,NA,0,9426.06,357.35,392.16,NA,0,9069.75,356.31,392.16,NA,0,8710.97,358.78,392.16,NA,0,8351.94,359.03,392.16,NA,0,7990.52,361.42,392.16,NA,0,7628.75,361.77,392.16,NA,0,7265.6,363.15,392.16,NA,0,6900.18,365.42,392.16,NA,0,6534.26,365.92,392.16,NA,0,6166.15,368.11,392.16,NA,0,10,"super_prime",10,43,53,1,0,0
"12425","Sponsor Assigned",20177288,"05-01-2017","05-31-2017","Ally Bank","08/2016",13834.85,74,"09/2022",0.0715,1,1,"10/2016","True",2,2,0,"MITS","MIRAGE              ",1,2017,1,17010,1,"Consumer Bureau","691",2,NA,"False",0.0994,"AL",64,NA,1,12679.4,138.04,0.0715,0.0715,0.01,NA,NA,162.53,NA,12503.91,237.56,250,NA,"False",175.49,0,"05-01-2017",0,"Ally Bank","False",NA,NA,NA,0,12329.84,174.07,250,NA,0,12152.29,177.55,250,NA,0,11976.08,176.21,250,NA,0,11798.8,177.28,250,NA,0,11618.13,180.67,250,NA,0,11438.68,179.45,250,NA,0,11255.9,182.78,250,NA,0,11074.25,181.65,250,NA,0,10891.49,182.76,250,NA,0,10701.22,190.27,250,NA,0,10516.2,185.02,250,NA,0,10328,188.2,250,NA,0,10140.71,187.29,250,NA,0,9950.3,190.41,250,NA,0,9760.72,189.58,250,NA,0,9569.99,190.73,250,NA,0,9376.22,193.77,250,NA,0,9183.15,193.07,250,NA,0,8987.11,196.04,250,NA,0,8791.68,195.43,250,NA,0,7850.11,941.57,1000,NA,0,7638.55,211.56,250,NA,0,7434.93,203.62,250,NA,0,7228.62,206.31,250,NA,0,7022.51,206.11,250,NA,0,6813.77,208.74,250,NA,0,6605.14,208.63,250,NA,0,6395.25,209.89,250,NA,0,6182.83,212.42,250,NA,0,5970.37,212.46,250,NA,0,5755.45,214.92,250,NA,0,5540.4,215.05,250,NA,0,5323.95,216.45,250,NA,0,5104.11,219.84,250,NA,0,4885.02,219.09,250,NA,0,4663.65,221.37,250,NA,0,4441.89,221.76,250,NA,0,4441.89,0,0,NA,0,4441.89,0,0,NA,0,1032.14,3409.75,3500,NA,0,1032.14,0,0,NA,0,1032.14,0,0,NA,0,0,1032.14,1048.47,NA,0,10,"prime",10,43,53,0,0,1
"12477","Sponsor Assigned",20211072,"05-01-2017","05-31-2017","Ally Bank","08/2016",21402.61,77,"12/2022",0.101,1,1,"10/2016","True",2,2,0,"TOYT","COROLLA             ",1,2016,1,19664,1,"Consumer Bureau","684",2,NA,"False",0.102,"FL",67,NA,1,19936.59,0,0.101,0.101,0.01,NA,NA,221.61,NA,16.56,387.61,20135.46,NA,"False",19920.03,0,"05-23-2017",0,"Ally Bank","False",NA,NA,NA,0,0,16.56,16.73,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"near_prime",7,2,9,0,0,1
"12481","Sponsor Assigned",20211221,"05-01-2017","05-31-2017","Ally Bank","08/2016",46509,74,"09/2022",0.0545,1,1,"10/2016","True",2,2,0,"MERZ","GLC-CLASS           ",1,2016,3,44436,1,"Consumer Bureau","676",2,NA,"False",0.1074,"AL",64,NA,1,42822.14,760.48,0.0545,0.0545,0.01,NA,NA,569.18,NA,42285.44,760.48,760.48,NA,"False",536.7,0,"05-31-2017",0,"Ally Bank","False",NA,NA,NA,0,41701.74,583.7,760.48,NA,0,41109.37,592.37,760.48,NA,0,40575.99,533.38,760.48,NA,0,40575.99,0,0,NA,0,39422.24,1153.75,1520.96,NA,0,39422.24,0,0,NA,0,38893,529.24,800,NA,0,37590.75,1302.25,1520.96,NA,0,36970.35,620.4,800,NA,0,36342.35,628,760.48,NA,0,36342.35,0,0,NA,0,35813.66,528.69,800,NA,0,34468.26,1345.4,1600,NA,0,33287.88,1180.38,1530,NA,0,33287.88,0,0,NA,0,32766.21,521.67,800,NA,0,32176.57,589.64,800,NA,0,31507.65,668.92,765,NA,0,30940.05,567.6,760.48,NA,0,30295.06,644.99,760.48,NA,0,29665.75,629.31,760.48,NA,0,28377.2,1288.55,1460.48,NA,0,27692.98,684.22,760.48,NA,0,27692.98,0,0,NA,0,27594.82,98.16,400,NA,0,26897.08,697.74,800,NA,0,26208.8,688.28,800,NA,0,25517.87,690.93,800,NA,0,24449.6,1068.27,1200,NA,0,24449.6,0,0,NA,0,23267.45,1182.15,1360.48,NA,0,22689.39,578.06,800,NA,0,22022.78,666.61,800,NA,0,22022.78,0,0,NA,0,22022.78,0,0,NA,0,22022.78,0,0,NA,0,22022.78,0,0,NA,0,21731.25,291.53,800,NA,0,0,21731.25,22402.54,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"prime",10,40,50,0,0,1
"12491","Sponsor Assigned",20211469,"05-01-2017","05-31-2017","Ally Bank","08/2016",18138.56,73,"08/2022",0.0274,1,1,"09/2016","True",1,2,0,"CHEV","CAMARO              ",1,2015,1,25776,1,"Consumer Bureau","833",2,NA,"False",0.0622,"FL",63,NA,1,16040.35,34.8,0.0274,0.0274,0.01,NA,NA,236.85,NA,15778.87,273.48,300,NA,"False",261.48,0,"05-22-2017",0,"Ally Bank","False",NA,NA,NA,0,15510.84,268.03,300,NA,0,15253.91,256.93,300,NA,0,14982.53,271.38,300,NA,0,14721.89,260.64,300,NA,0,14464.98,256.91,300,NA,0,14464.98,0,0,NA,0,14204.06,260.92,300,NA,0,13755.01,449.05,500,NA,0,13482.88,272.13,300,NA,0,13216.27,266.61,300,NA,0,13216.27,0,0,NA,0,12680.48,535.79,600,NA,0,12410.93,269.55,300,NA,0,12410.93,0,0,NA,0,12164.96,245.97,300,NA,0,12164.96,0,0,NA,0,11836.37,328.59,388.85,NA,0,11557.76,278.61,300,NA,0,11287.25,270.51,300,NA,0,11010.12,277.13,300,NA,0,10741.52,268.6,300,NA,0,10461.67,279.85,300,NA,0,10279.73,181.94,200,NA,0,10009.82,269.91,300,NA,0,10009.82,0,0,NA,0,9454.4,555.42,600,NA,0,9171.43,282.97,300,NA,0,9171.43,0,0,NA,0,8917.82,253.61,305.24,NA,0,8633.88,283.94,300,NA,0,8354.61,279.27,300,NA,0,8074.01,280.6,300,NA,0,7790.93,283.08,300,NA,0,7790.93,0,0,NA,0,7513.68,277.25,300,NA,0,6945.71,567.97,600,NA,0,6657.67,288.04,300,NA,0,6373.62,284.05,300,NA,0,6088.41,285.21,300,NA,0,5801.17,287.24,300,NA,0,5515.07,286.1,300,NA,0,5227.87,287.2,300,NA,0,4940,287.87,300,NA,0,10,"super_prime",11,43,54,1,0,0
"12506","Sponsor Assigned",20211864,"05-01-2017","05-31-2017","Ally Bank","08/2016",31411.38,74,"09/2022",0.0399,1,1,"10/2016","True",2,2,0,"BUIC","LACROSSE            ",1,2015,1,43757,1,"Consumer Bureau","792",2,NA,"False",0.0562,"NY",64,NA,1,28718.88,492.1,0.0399,0.0399,0.01,NA,NA,397.92,NA,28320.95,492.1,492.1,NA,"False",397.93,0,"05-11-2017",0,"Ally Bank","False",NA,NA,NA,0,27924.81,396.14,492.1,NA,0,27524.28,400.53,492.1,NA,0,27125.44,398.84,492.1,NA,0,26725.25,400.19,492.1,NA,0,26320.79,404.46,492.1,NA,0,25917.88,402.91,492.1,NA,0,25510.77,407.11,492.1,NA,0,25105.11,405.66,492.1,NA,0,24698.08,407.03,492.1,NA,0,24281.57,416.51,492.1,NA,0,23871.75,409.82,492.1,NA,0,23457.93,413.82,492.1,NA,0,23045.31,412.62,492.1,NA,0,22628.78,416.53,492.1,NA,0,22213.36,415.42,492.1,NA,0,21796.53,416.83,492.1,NA,0,21375.9,420.63,492.1,NA,0,20956.23,419.67,492.1,NA,0,20532.85,423.38,492.1,NA,0,20110.32,422.53,492.1,NA,0,19686.36,423.96,492.1,NA,0,19254.51,431.85,492.1,NA,0,18827.65,426.86,492.1,NA,0,18397.29,430.36,492.1,NA,0,17967.53,429.76,492.1,NA,0,17534.35,433.18,492.1,NA,0,17101.66,432.69,492.1,NA,0,16667.51,434.15,492.1,NA,0,16230.06,437.45,492.1,NA,0,15792.95,437.11,492.1,NA,0,15352.63,440.32,492.1,NA,0,14912.51,440.12,492.1,NA,0,14470.81,441.7,492.1,NA,0,14024.46,446.35,492.1,NA,0,14024.46,0,0,NA,0,14024.46,0,0,NA,0,14024.46,0,0,NA,0,14024.46,0,0,NA,0,13770.87,253.59,492.1,NA,0,13325.31,445.56,492.1,NA,0,12876.79,448.52,492.1,NA,0,12428.21,448.58,492.1,NA,0,11976.76,451.45,492.1,NA,0,10,"super_prime",10,36,46,0,1,0
"12585","Sponsor Assigned",20245958,"05-01-2017","05-31-2017","Ally Bank","09/2016",18949.1,76,"12/2022",0.047,1,1,"10/2016","True",1,2,0,"CHEV","SPARK               ",1,2017,1,14622,1,"Consumer Bureau","781",2,NA,"False",0.0689,"TX",67,NA,1,17436.55,292.64,0.047,0.047,0.01,NA,NA,225.29,NA,17211.26,292.64,292.64,NA,"False",225.29,0,"05-18-2017",0,"Ally Bank","False",NA,NA,NA,0,16987.31,223.95,292.64,NA,0,16760.28,227.03,292.64,NA,0,16534.53,225.75,292.64,NA,0,16307.88,226.65,292.64,NA,0,16078.23,229.65,292.64,NA,0,15849.76,228.47,292.64,NA,0,15618.34,231.42,292.64,NA,0,15388.04,230.3,292.64,NA,0,15156.82,231.22,292.64,NA,0,14918.82,238,292.64,NA,0,14685.72,233.1,292.64,NA,0,14449.8,235.92,292.64,NA,0,14214.83,234.97,292.64,NA,0,13977.09,237.74,292.64,NA,0,13740.24,236.85,292.64,NA,0,13502.44,237.8,292.64,NA,0,13261.95,240.49,292.64,NA,0,13022.24,239.71,292.64,NA,0,12779.9,242.34,292.64,NA,0,12538.27,241.63,292.64,NA,0,12295.67,242.6,292.64,NA,0,12047.35,248.32,292.64,NA,0,11802.79,244.56,292.64,NA,0,11555.74,247.05,292.64,NA,0,11309.22,246.52,292.64,NA,0,11060.26,248.96,292.64,NA,0,10811.76,248.5,292.64,NA,0,10562.27,249.49,292.64,NA,0,10310.42,251.85,292.64,NA,0,10058.93,251.49,292.64,NA,0,9805.14,253.79,292.64,NA,0,9551.58,253.56,292.64,NA,0,9296.96,254.62,292.64,NA,0,9038.94,258.02,292.64,NA,0,8782.28,256.66,292.64,NA,0,8523.47,258.81,292.64,NA,0,8264.76,258.71,292.64,NA,0,8003.96,260.8,292.64,NA,0,7743.18,260.78,292.64,NA,0,7481.36,261.82,292.64,NA,0,7217.54,263.82,292.64,NA,0,6953.63,263.91,292.64,NA,0,6687.78,265.85,292.64,NA,0,9,"super_prime",7,43,50,1,0,0
