"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"51377","Sponsor Assigned",19699452,"05-01-2017","05-31-2017","Ally Bank","04/2016",39952,73,"04/2022",0.055,1,1,"05/2016","True",1,2,0,"FORD","F-350               ",1,2016,2,41401,1,"Consumer Bureau","684",2,NA,"False",0.0435,"OH",59,NA,1,33457.51,0,0.055,0.055,0.01,NA,NA,498.25,NA,32859.16,652.73,800,NA,"False",598.35,0,"05-09-2017",0,"Ally Bank","False",NA,NA,NA,0,32859.16,0,0,NA,0,32566.13,293.03,600,NA,0,32091.85,474.28,700,NA,0,30806.24,1285.61,1500,NA,0,29426.92,1379.32,1500,NA,0,29426.92,0,0,NA,0,28924,502.92,800,NA,0,28924,0,0,NA,0,28365.85,558.15,800,NA,0,27681.25,684.6,800,NA,0,27681.25,0,0,NA,0,26085.53,1595.72,1800,NA,0,25446.68,638.85,800,NA,0,25446.68,0,0,NA,0,25446.68,0,0,NA,0,24991.76,454.92,800,NA,0,24349.92,641.84,800,NA,0,23599.96,749.96,800,NA,0,22931.53,668.43,800,NA,0,22931.53,0,0,NA,0,22311.2,620.33,800,NA,0,22311.2,0,0,NA,0,21770.06,541.14,800,NA,0,21438.94,331.12,400,NA,0,21438.94,0,0,NA,0,20119.84,1319.1,1500,NA,0,20119.84,0,0,NA,0,18639.92,1479.92,1800,NA,0,18639.92,0,0,NA,0,18005.63,634.29,800,NA,0,18005.63,0,0,NA,0,16437.92,1567.71,1850,NA,0,15724.38,713.54,800,NA,0,14468.54,1255.84,1305.46,NA,0,14044.64,423.9,500,NA,0,13595.29,449.35,500,NA,0,13007.94,587.35,652.73,NA,0,12413.85,594.09,652.73,NA,0,11815.22,598.63,652.73,NA,0,11073.81,741.41,800,NA,0,10318.74,755.07,800,NA,0,9571.46,747.28,800,NA,0,8813.17,758.29,800,NA,0,14,"prime",15,43,58,1,0,0
"51443","Sponsor Assigned",19702940,"05-01-2017","05-31-2017","Ally Bank","04/2016",33014.32,74,"05/2022",0.0299,1,1,"06/2016","True",2,2,0,"JEEP","WRANGLER UNL        ",1,2016,3,34985,1,"Consumer Bureau","818",2,NA,"False",0.0785,"FL",60,NA,1,28376.59,502.08,0.0299,0.0299,0.01,NA,NA,432.34,NA,27944.23,502.08,502.08,NA,"False",432.36,0,"05-01-2017",0,"Ally Bank","False",NA,NA,NA,0,27513.1,431.13,502.08,NA,0,27078.62,434.48,502.08,NA,0,26645.29,433.33,502.08,NA,0,26210.86,434.43,502.08,NA,0,25773.18,437.68,502.08,NA,0,25336.54,436.64,502.08,NA,0,24896.71,439.83,502.08,NA,0,24457.84,438.87,502.08,NA,0,24017.86,439.98,502.08,NA,0,23570.86,447,502.08,NA,0,23128.63,442.23,502.08,NA,0,22683.38,445.25,502.08,NA,0,22238.89,444.49,502.08,NA,0,21791.45,447.44,502.08,NA,0,21344.7,446.75,502.08,NA,0,20896.81,447.89,502.08,NA,0,20446.07,450.74,502.08,NA,0,19995.9,450.17,502.08,NA,0,19542.95,452.95,502.08,NA,0,19090.49,452.46,502.08,NA,0,18636.88,453.61,502.08,NA,0,18177.54,459.34,502.08,NA,0,17721.61,455.93,502.08,NA,0,17263.07,458.54,502.08,NA,0,16804.82,458.25,502.08,NA,0,16344.03,460.79,502.08,NA,0,15883.45,460.58,502.08,NA,0,15421.7,461.75,502.08,NA,0,14957.51,464.19,502.08,NA,0,14493.41,464.1,502.08,NA,0,14026.94,466.47,502.08,NA,0,13560.48,466.46,502.08,NA,0,13092.74,467.74,502.08,NA,0,12621.68,471.06,502.08,NA,0,12151.56,470.12,502.08,NA,0,11679.26,472.3,502.08,NA,0,11206.76,472.5,502.08,NA,0,10732.15,474.61,502.08,NA,0,10257.25,474.9,502.08,NA,0,9781.15,476.1,502.08,NA,0,9303.04,478.11,502.08,NA,0,8824.52,478.52,502.08,NA,0,8344.07,480.45,502.08,NA,0,14,"super_prime",14,43,57,1,0,0
"51465","Sponsor Assigned",19703781,"05-01-2017","05-31-2017","Ally Bank","04/2016",28843.37,73,"04/2022",0.0299,1,1,"05/2016","True",1,2,0,"JEEP","WRANGLER UNL        ",1,2016,3,34544,1,"Consumer Bureau","783",2,NA,"False",0.0957,"AL",59,NA,1,24416,438.65,0.0299,0.0299,0.01,NA,NA,378.65,NA,24037.34,438.65,438.65,NA,"False",378.66,0,"05-26-2017",0,"Ally Bank","False",NA,NA,NA,0,23659.72,377.62,438.65,NA,0,23279.2,380.52,438.65,NA,0,22899.66,379.54,438.65,NA,0,22519.15,380.51,438.65,NA,0,22135.83,383.32,438.65,NA,0,21753.38,382.45,438.65,NA,0,21368.18,385.2,438.65,NA,0,20983.78,384.4,438.65,NA,0,20598.41,385.37,438.65,NA,0,20207,391.41,438.65,NA,0,19819.65,387.35,438.65,NA,0,19429.7,389.95,438.65,NA,0,19040.38,389.32,438.65,NA,0,18648.51,391.87,438.65,NA,0,18257.21,391.3,438.65,NA,0,17864.91,392.3,438.65,NA,0,17470.15,394.76,438.65,NA,0,17075.86,394.29,438.65,NA,0,16679.17,396.69,438.65,NA,0,16289.7,389.47,438.65,NA,0,0,16289.7,16296.37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"super_prime",15,22,37,0,0,1
"51503","Sponsor Assigned",19705543,"05-01-2017","05-31-2017","Ally Bank","04/2016",24196.92,73,"04/2022",0.0439,1,1,"05/2016","True",1,2,0,"JEEP","WRANGLER            ",1,2016,3,30193,1,"Consumer Bureau","721",2,NA,"False",0.1197,"MO",59,NA,1,20590.34,382.88,0.0439,0.0439,0.01,NA,NA,308.58,NA,20286.7,382.88,382.88,NA,"False",303.64,0,"05-15-2017",0,"Ally Bank","False",NA,NA,NA,0,19974.57,312.13,382.88,NA,0,19663.76,310.81,382.88,NA,0,19356.55,307.21,382.88,NA,0,19043.51,313.04,382.88,NA,0,18729.34,314.17,382.88,NA,0,18416.28,313.06,382.88,NA,0,18099.84,316.44,382.88,NA,0,17788.79,311.05,382.88,NA,0,0,17788.79,17837.99,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"super_prime",15,10,25,0,0,1
"51504","Sponsor Assigned",19705616,"05-01-2017","05-31-2017","Ally Bank","04/2016",33498.3,73,"04/2022",0.0699,1,1,"05/2016","True",1,2,0,"HOND","ACCORD              ",1,2016,1,28777,1,"Consumer Bureau","671",2,NA,"False",0.0781,"MD",59,NA,1,28393.88,574.54,0.0699,0.0699,0.01,NA,NA,400.95,NA,27974.12,572.59,572,NA,"False",419.76,0,"05-25-2017",0,"Ally Bank","False",NA,NA,NA,0,27587.07,387.05,594.54,NA,0,27161.99,425.08,573,NA,0,27161.99,0,0,NA,0,26797.05,364.94,573,NA,0,25910.86,886.19,1146,NA,0,25483.8,427.06,570.95,NA,0,25077.13,406.67,572.59,NA,0,24643.8,433.33,572.59,NA,0,24226.94,416.86,572.59,NA,0,23784.25,442.69,572.59,NA,0,23784.25,0,0,NA,0,22896.83,887.42,1145.18,NA,0,22477.7,419.13,572.59,NA,0,22477.7,0,0,NA,0,21605.65,872.05,1145.18,NA,0,21144.77,460.88,572.59,NA,0,20685.55,459.22,572.59,NA,0,20251.6,433.95,572.59,NA,0,19795.35,456.25,572.59,NA,0,19336.48,458.87,572.59,NA,0,18874.97,461.51,572.59,NA,0,18406.79,468.18,573,NA,0,17933.3,473.49,572.18,NA,0,17456.45,476.85,573,NA,0,17001.27,455.18,572.18,NA,0,16519.43,481.84,573,NA,0,16053.98,465.45,573,NA,0,15583.66,470.32,571.77,NA,0,15082.28,501.38,573,NA,0,14607.48,474.8,573,NA,0,14115.6,491.88,573,NA,0,13632.61,482.99,572,NA,0,13138.72,493.89,572,NA,0,12635.98,502.74,573,NA,0,12635.98,0,0,NA,0,12635.98,0,0,NA,0,12292.24,343.74,573,NA,0,11788.32,503.92,572,NA,0,11282.86,505.46,573,NA,0,10770.2,512.66,573,NA,0,10269.19,501.01,573,NA,0,9758.95,510.24,573,NA,0,9231.68,527.27,572,NA,0,14,"prime",15,43,58,1,0,0
"51507","Sponsor Assigned",19705849,"05-01-2017","05-31-2017","Ally Bank","04/2016",67630.73,74,"05/2022",0.0884,1,1,"06/2016","True",2,2,0,"CHEV","CORVETTE            ",1,2016,1,67894,1,"Consumer Bureau","681",2,NA,"False",0.1492,"FL",60,NA,1,58229.03,1218.13,0.0884,0.0884,0.01,NA,NA,784.69,NA,57439.26,1218.13,1218.13,NA,"False",789.77,0,"05-05-2017",0,"Ally Bank","False",NA,NA,NA,0,56680.2,759.06,1218.13,NA,0,55860.16,820.04,1218.13,NA,0,55074.95,785.21,1218.13,NA,0,54270.31,804.64,1218.13,NA,0,53420.2,850.11,1218.13,NA,0,52629.01,791.19,1218.13,NA,0,51780.52,848.49,1218.13,NA,0,50926.07,854.45,1218.13,NA,0,50127.28,798.79,1218.13,NA,0,49236.93,890.35,1218.13,NA,0,48364.61,872.32,1218.13,NA,0,47626.73,737.88,1218.13,NA,0,46662.36,964.37,1218.13,NA,0,45771.96,890.4,1218.13,NA,0,45008.33,763.63,1218.13,NA,0,44160.81,847.52,1218.13,NA,0,43327.71,833.1,1461.73,NA,0,42245.99,1081.72,1218.13,NA,0,41324.57,921.42,1218.13,NA,0,40406.69,917.88,1218.13,NA,0,39511.5,895.19,1218.13,NA,0,38561.31,950.19,1218.13,NA,0,37623.35,937.96,1218.13,NA,0,0,37623.35,37623.35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"prime",14,25,39,0,0,1
"51508","Sponsor Assigned",19705785,"05-01-2017","05-31-2017","Ally Bank","04/2016",29404.9,74,"05/2022",0.0504,1,1,"06/2016","True",2,2,0,"SUBA","FORESTER            ",1,2016,3,26080,1,"Consumer Bureau","690",2,NA,"False",0.0998,"PA",60,NA,1,25072.05,0,0.0504,0.0504,0.01,NA,NA,369.4,NA,24704.28,475.09,475.09,NA,"False",367.77,0,"05-15-2017",0,"Ally Bank","False",NA,NA,NA,0,24351.99,352.29,475.09,NA,0,23957.6,394.39,475.09,NA,0,23575.13,382.47,475.09,NA,0,23213.97,361.16,475.09,NA,0,22828.63,385.34,475.09,NA,0,22441.8,386.83,475.09,NA,0,22075.16,366.64,475.09,NA,0,21685.41,389.75,475.09,NA,0,21315.12,370.29,475.09,NA,0,20922.43,392.69,475.09,NA,0,20528.23,394.2,475.09,NA,0,0,20528.23,20640.94,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"prime",14,13,27,0,0,1
"51520","Sponsor Assigned",19706357,"05-01-2017","05-31-2017","Ally Bank","04/2016",40253.15,73,"04/2022",0.049,1,1,"05/2016","True",1,2,0,"JEEP","WRANGLER UNL        ",1,2016,3,44545,1,"Consumer Bureau","673",2,NA,"False",0.0382,"PA",59,NA,1,34359.37,646.4,0.049,0.049,0.01,NA,NA,508.11,NA,33855.95,646.4,646.4,NA,"False",503.42,0,"05-22-2017",0,"Ally Bank","False",NA,NA,NA,0,33354.98,500.97,646.4,NA,0,32833.95,521.03,646.4,NA,0,32341.81,492.14,646.4,NA,0,31817.17,524.64,646.2,NA,0,0,31817.17,31928.21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"super_prime",15,6,21,0,0,1
"51561","Sponsor Assigned",19708582,"05-01-2017","05-31-2017","Ally Bank","04/2016",26687.86,73,"04/2022",0.0474,1,1,"05/2016","True",1,2,0,"CHEV","COLORADO            ",1,2016,2,30889,1,"Consumer Bureau","746",2,NA,"False",0.0341,"TN",59,NA,1,22700.4,426.59,0.0474,0.0474,0.01,NA,NA,337.96,NA,22362.24,426.59,426.59,NA,"False",338.16,0,"05-08-2017",0,"Ally Bank","False",NA,NA,NA,0,22028.57,333.67,426.59,NA,0,21679.21,349.36,426.59,NA,0,21356.78,322.43,426.59,NA,0,21005.07,351.71,426.59,NA,0,20663.03,342.04,426.59,NA,0,20327.67,335.36,426.59,NA,0,19977.63,350.04,426.59,NA,0,19641.84,335.79,426.59,NA,0,19284.11,357.73,426.59,NA,0,18925.13,358.98,426.59,NA,0,18591.92,333.21,426.59,NA,0,18223.27,368.65,426.59,NA,0,17879.5,343.77,426.59,NA,0,17517.92,361.58,426.59,NA,0,17159.57,358.35,426.59,NA,0,16806.51,353.06,426.59,NA,0,16443.21,363.3,426.59,NA,0,16076.4,366.81,426.59,NA,0,15722.87,353.53,426.59,NA,0,15349.36,373.51,426.59,NA,0,14984.56,364.8,426.59,NA,0,14542.93,441.63,500,NA,0,14107.14,435.79,500,NA,0,13651.1,456.04,500,NA,0,13218.46,432.64,500,NA,0,12761.37,457.09,500,NA,0,12759.83,1.54,59.54,NA,0,12384.6,375.23,426.59,NA,0,12004.64,379.96,426.59,NA,0,11545.17,459.47,500,NA,0,11003.64,541.53,600,NA,0,10445.03,558.61,600,NA,0,9484.26,960.77,1000,NA,0,8517.42,966.84,1000,NA,0,8050.51,466.91,500,NA,0,7081.79,968.72,1000,NA,0,6112.97,968.82,1000,NA,0,5135.93,977.04,1000,NA,0,3157.21,1978.72,2000,NA,0,11.86,3145.35,3157.21,NA,0,0,11.86,11.88,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"super_prime",15,42,57,0,0,1
"51576","Sponsor Assigned",19709746,"05-01-2017","05-31-2017","Ally Bank","04/2016",39475.4,74,"05/2022",0.0679,1,1,"06/2016","True",2,2,0,"JEEP","WRANGLER UNL        ",1,2016,3,35870,1,"Consumer Bureau","695",2,NA,"False",0.0304,"WV",60,NA,1,32420.1,0,0.0679,0.0679,0.01,NA,NA,478.23,NA,31607.05,670.91,1000,NA,"False",813.05,0,"05-19-2017",0,"Ally Bank","False",NA,NA,NA,0,31607.05,0,0,NA,0,30883.38,723.67,1000,NA,0,30255.72,627.66,800,NA,0,30255.72,0,0,NA,0,30255.72,0,0,NA,0,0,30255.72,30885.42,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"prime",14,7,21,0,0,1
"51589","Sponsor Assigned",19710544,"05-01-2017","05-31-2017","Ally Bank","04/2016",39366.45,73,"04/2022",0.0684,1,1,"05/2016","True",1,2,0,"CHEV","COLORADO            ",1,2016,2,38456,1,"Consumer Bureau","681",2,NA,"False",0.162,"TX",59,NA,1,33867.19,1336.28,0.0684,0.0684,0.01,NA,NA,477.71,NA,33867.19,668.14,0,NA,"False",0,0,"05-23-2017",19,"Ally Bank","False",NA,NA,NA,0,33516.36,350.83,668.14,NA,0,33105.72,410.64,668.14,NA,0,32714.88,390.84,670,NA,0,32150.95,563.93,668.14,NA,0,31746.16,404.79,700,NA,0,31878.2,0,132.04,NA,0,31461.83,416.37,500,NA,0,30988.1,473.73,802.56,NA,0,30988.1,0,0,NA,0,30529,459.1,668.14,NA,0,30529,0,0,NA,0,30475.22,53.78,500,NA,0,28422.58,2052.64,2473.07,NA,0,28422.58,0,0,NA,0,27972.9,449.68,700,NA,0,27972.9,0,0,NA,0,26846.95,1125.95,1600,NA,0,25956.87,890.08,1041,NA,0,25173.3,783.57,866.25,NA,0,25173.3,0,0,NA,0,24984.63,188.67,500,NA,0,24182.08,802.55,840,NA,0,24182.08,0,0,NA,0,23013.87,1168.21,1444.63,NA,0,21656.72,1357.15,1600,NA,0,21282.52,374.2,500,NA,0,21080.26,202.26,557.44,NA,0,21080.26,0,0,NA,0,20633.33,446.93,668.14,NA,0,19984.12,649.21,800,NA,0,19409.01,575.11,650,NA,0,18389.99,1019.02,1225,NA,0,18389.99,0,0,NA,0,17799.97,590.02,700,NA,0,17799.97,0,0,NA,0,17799.97,0,0,NA,0,17799.97,0,0,NA,0,17601.91,198.06,788.46,NA,0,17052.19,549.72,668.14,NA,0,16482.84,569.35,668.14,NA,0,15907.11,575.73,668.14,NA,0,15331.13,575.98,668.14,NA,0,15331.13,0,0,NA,0,14,"prime",15,36,51,0,1,0
"51591","Sponsor Assigned",19710746,"05-01-2017","05-31-2017","Ally Bank","04/2016",16559.51,74,"05/2022",0.0289,1,1,"06/2016","True",2,2,0,"CHEV","SILVERADO           ",1,2016,2,44822,1,"Consumer Bureau","827",2,NA,"False",0.0861,"NC",60,NA,1,14222.98,0,0.0289,0.0289,0.01,NA,NA,217.28,NA,13780.07,251.08,502.16,NA,"False",442.91,0,"05-25-2017",0,"Ally Bank","False",NA,NA,NA,0,13561.71,218.36,251.08,NA,0,13341.76,219.95,251.08,NA,0,13125.53,216.23,251.08,NA,0,12909.78,215.75,251.08,NA,0,12690.38,219.4,251.08,NA,0,12690.38,0,0,NA,0,12488.53,201.85,251.08,NA,0,12028.48,460.05,514.71,NA,0,11805.96,222.52,251.08,NA,0,11582.92,223.04,251.08,NA,0,11358.43,224.49,251.08,NA,0,11358.43,0,0,NA,0,10910.64,447.79,502.16,NA,0,10684.61,226.03,251.08,NA,0,10462.29,222.32,251.08,NA,0,10235.23,227.06,251.08,NA,0,10006.83,228.4,251.08,NA,0,10006.83,0,0,NA,0,0,10006.83,10055.49,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"super_prime",14,20,34,0,0,1
