"","assetTypeNumber","assetNumber","reportingPeriodBeginningDate","reportingPeriodEndingDate","originatorName","originationDate","originalLoanAmount","originalLoanTerm","loanMaturityDate","originalInterestRatePercentage","interestCalculationTypeCode","originalInterestRateTypeCode","originalFirstPaymentDate","underwritingIndicator","gracePeriodNumber","paymentTypeCode","subvented","vehicleManufacturerName","vehicleModelName","vehicleNewUsedCode","vehicleModelYear","vehicleTypeCode","vehicleValueAmount","vehicleValueSourceCode","obligorCreditScoreType","obligorCreditScore","obligorIncomeVerificationLevelCode","obligorEmployementVerificationCode","coObligorIndicator","paymentToIncomePercentage","obligorGeographicLocation","remainingTermtoMaturityNumber","reportingPeriodModicationIndicator","servicingAdvanceMethodCode","reportingPeriodBeginningLoanBalanceAmount","nextReportingPeriodPaymentAmountDue","reportingPeriodInterestRatePercentage","nextInterestRatePercentage","servicingFeePercentage","otherAssessedUncollectedServierFeeAmount","scheduleInterestAmount","scheduledPrincipalAmount","otherPrincipalAdjustedAmount","reportingPeriodActualEndBalanceAmount","reportingPeriodScheduledPaymentAmount","totalActualAmountPaid","actualInterestCollectAmount","repossessedIndicator","actualPrincipalCollectedAmount","actualOtherCollectedAmount","interestPaidThroughDate","currentDelinquencyStatus","primaryLoanServicerName","assetSubjectDemandIndicator","chargedoffPrincipalAmount","recoveredAmount","paymentExtendedNumber","repossessedProceedsAmount","BAL1","PRC1","PMT1","REC1","REP1","BAL2","PRC2","PMT2","REC2","REP2","BAL3","PRC3","PMT3","REC3","REP3","BAL4","PRC4","PMT4","REC4","REP4","BAL5","PRC5","PMT5","REC5","REP5","BAL6","PRC6","PMT6","REC6","REP6","BAL7","PRC7","PMT7","REC7","REP7","BAL8","PRC8","PMT8","REC8","REP8","BAL9","PRC9","PMT9","REC9","REP9","BAL10","PRC10","PMT10","REC10","REP10","BAL11","PRC11","PMT11","REC11","REP11","BAL12","PRC12","PMT12","REC12","REP12","BAL13","PRC13","PMT13","REC13","REP13","BAL14","PRC14","PMT14","REC14","REP14","BAL15","PRC15","PMT15","REC15","REP15","BAL16","PRC16","PMT16","REC16","REP16","BAL17","PRC17","PMT17","REC17","REP17","BAL18","PRC18","PMT18","REC18","REP18","BAL19","PRC19","PMT19","REC19","REP19","BAL20","PRC20","PMT20","REC20","REP20","BAL21","PRC21","PMT21","REC21","REP21","BAL22","PRC22","PMT22","REC22","REP22","BAL23","PRC23","PMT23","REC23","REP23","BAL24","PRC24","PMT24","REC24","REP24","BAL25","PRC25","PMT25","REC25","REP25","BAL26","PRC26","PMT26","REC26","REP26","BAL27","PRC27","PMT27","REC27","REP27","BAL28","PRC28","PMT28","REC28","REP28","BAL29","PRC29","PMT29","REC29","REP29","BAL30","PRC30","PMT30","REC30","REP30","BAL31","PRC31","PMT31","REC31","REP31","BAL32","PRC32","PMT32","REC32","REP32","BAL33","PRC33","PMT33","REC33","REP33","BAL34","PRC34","PMT34","REC34","REP34","BAL35","PRC35","PMT35","REC35","REP35","BAL36","PRC36","PMT36","REC36","REP36","BAL37","PRC37","PMT37","REC37","REP37","BAL38","PRC38","PMT38","REC38","REP38","BAL39","PRC39","PMT39","REC39","REP39","BAL40","PRC40","PMT40","REC40","REP40","BAL41","PRC41","PMT41","REC41","REP41","BAL42","PRC42","PMT42","REC42","REP42","BAL43","PRC43","PMT43","REC43","REP43","initialLoanAge","risk_cat_ir","Y","X","Xc","C","D","R"
"12325","Sponsor Assigned",20141009,"05-01-2017","05-31-2017","Ally Bank","08/2016",10727.24,73,"08/2022",0.0944,1,1,"09/2016","True",1,2,0,"HYUN","ACCENT              ",2,2015,1,10475,98,"Consumer Bureau","690",2,NA,"False",0.0524,"IL",63,NA,1,9838.38,196.47,0.0944,0.0944,0.01,NA,NA,120.07,NA,9700.43,196.47,196.47,NA,"False",137.95,0,"05-08-2017",0,"Ally Bank","False",NA,NA,NA,0,9601.8,98.63,196.47,NA,0,9477.34,124.46,196.47,NA,0,9364.2,113.14,196.47,NA,0,9240.38,123.82,196.47,NA,0,9117.99,122.39,196.47,NA,0,8994.62,123.37,196.47,NA,0,8867.93,126.69,196.47,NA,0,8742.55,125.38,196.47,NA,0,8616.17,126.38,196.47,NA,0,8482.09,134.08,196.47,NA,0,8353.62,128.47,196.47,NA,0,8221.96,131.66,196.47,NA,0,8091.4,130.56,196.47,NA,0,7957.71,133.69,196.47,NA,0,7825.04,132.67,196.47,NA,0,7691.3,133.74,196.47,NA,0,7554.5,136.8,196.47,NA,0,7418.59,135.91,196.47,NA,0,7279.68,138.91,196.47,NA,0,7141.57,138.11,196.47,NA,0,7002.35,139.22,196.47,NA,0,0,7002.35,7025.89,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"prime",11,23,34,0,0,1
"12330","Sponsor Assigned",20141130,"05-01-2017","05-31-2017","Ally Bank","08/2016",16822.83,73,"08/2022",0.0424,1,1,"09/2016","True",1,2,0,"DODG","JOURNEY             ",2,2016,3,17825,98,"Consumer Bureau","830",2,NA,"False",0.053,"TX",63,NA,1,15151.88,265.03,0.0424,0.0424,0.01,NA,NA,212.21,NA,14936.13,265.03,265.03,NA,"False",215.75,0,"05-05-2017",0,"Ally Bank","False",NA,NA,NA,0,14726.61,209.52,265.03,NA,0,14514.6,212.01,265.03,NA,0,14298.46,216.14,265.03,NA,0,14089.9,208.56,265.03,NA,0,13870.69,219.21,265.03,NA,0,13657.21,213.48,265.03,NA,0,13438.18,219.03,265.03,NA,0,13221.54,216.64,265.03,NA,0,13005.65,215.89,265.03,NA,0,12781.4,224.25,265.03,NA,0,12560.91,220.49,265.03,NA,0,12338.19,222.72,265.03,NA,0,0,12338.19,12395.31,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"super_prime",11,14,25,0,0,1
"12348","Sponsor Assigned",20142057,"05-01-2017","05-31-2017","Ally Bank","08/2016",29325.91,73,"08/2022",0.0394,1,1,"09/2016","True",1,2,0,"JEEP","GRAND CHEROK        ",2,2012,3,22250,98,"Consumer Bureau","793",2,NA,"False",0.1832,"AR",63,NA,1,25979.63,0,0.0394,0.0394,0.01,NA,NA,372.51,NA,25595.34,458,460,NA,"False",384.29,0,"05-24-2017",0,"Ally Bank","False",NA,NA,NA,0,25215.46,379.88,460,NA,0,24850.72,364.74,460,NA,0,24465.82,384.9,460,NA,0,24082.4,383.42,460,NA,0,24082.4,0,0,NA,0,23759.57,322.83,432,NA,0,23373.37,386.2,458,NA,0,22596.04,777.33,920,NA,0,22596.04,0,0,NA,0,21827.61,768.43,914,NA,0,21827.61,0,0,NA,0,0,21827.61,21940.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"super_prime",11,13,24,0,0,1
"12396","Sponsor Assigned",20176515,"05-01-2017","05-31-2017","Ally Bank","08/2016",25480.41,73,"08/2022",0.075,1,1,"09/2016","True",1,2,0,"LEXS","GS 350              ",2,2013,1,27194,3,"Consumer Bureau","718",2,NA,"False",0.0884,"CA",63,NA,1,23624.4,766.1,0.075,0.075,0.01,NA,NA,298.6,NA,23272.66,441.86,492.5,NA,"False",351.74,0,"05-25-2017",6,"Ally Bank","False",NA,NA,NA,0,22960.67,311.99,465,NA,0,22752.2,208.47,350,NA,0,22437.12,315.08,460,NA,0,22437.12,0,0,NA,0,22129.02,308.1,492.5,NA,0,21865.45,263.57,500,NA,0,21865.45,0,0,NA,0,21145.2,720.25,992.5,NA,0,20784.23,360.97,500,NA,0,20375.63,408.6,540.98,NA,0,20375.63,0,0,NA,0,20047.97,327.66,470,NA,0,20047.97,0,0,NA,0,19897.98,149.99,496,NA,0,19567.01,330.97,359.58,NA,0,19257.82,309.19,441.86,NA,0,18920.48,337.34,460,NA,0,18688.54,231.94,441.86,NA,0,18688.54,0,0,NA,0,18688.54,0,0,NA,0,18153.19,535.35,865.58,NA,0,18153.19,0,0,NA,0,18153.19,0,0,NA,0,17966.77,186.42,496,NA,0,17966.77,0,0,NA,0,16408.51,1558.26,2146.91,NA,0,16077.99,330.52,462,NA,0,16077.99,0,0,NA,0,15910.48,167.51,445,NA,0,15561.82,348.66,450,NA,0,15210.94,350.88,450,NA,0,14863.83,347.11,450,NA,0,14863.83,0,0,NA,0,14513.25,350.58,445,NA,0,14513.25,0,0,NA,0,14513.25,0,0,NA,0,14513.25,0,0,NA,0,14513.25,0,0,NA,0,14465.3,47.95,500,NA,0,14107.19,358.11,450,NA,0,13769.4,337.79,441.86,NA,0,13398.4,371,450,NA,0,13048.22,350.18,460,NA,0,10,"prime",11,36,47,0,1,0
"12399","Sponsor Assigned",20176533,"05-01-2017","05-31-2017","Ally Bank","08/2016",10000,73,"08/2022",0.05,1,1,"09/2016","True",1,2,0,"DODG","DURANGO             ",2,2013,3,24875,98,"Consumer Bureau","665",2,NA,"False",0.0805,"MI",63,NA,1,9010.37,141.05,0.05,0.05,0.01,NA,NA,123.94,NA,8882.51,161.05,171.05,NA,"False",127.86,0,"05-17-2017",0,"Ally Bank","False",NA,NA,NA,0,8762.82,119.69,161.05,NA,0,8762.82,0,0,NA,0,8506.76,256.06,342.1,NA,0,8362.02,144.74,161.05,NA,0,8362.02,0,0,NA,0,8263.96,98.06,161.05,NA,0,8095.65,168.31,200,NA,0,7927.8,167.85,200,NA,0,7614.36,313.44,400,NA,0,7476.25,138.11,201.3,NA,0,7301.71,174.54,201.16,NA,0,7301.71,0,0,NA,0,7157.56,144.15,201.16,NA,0,6984.83,172.73,201.16,NA,0,6976.64,8.19,40.72,NA,0,6976.64,0,0,NA,0,6751.45,225.19,287.1,NA,0,6725.49,25.96,50,NA,0,6651.01,74.48,102.1,NA,0,6420.46,230.55,256.05,NA,0,6144.64,275.82,396.05,NA,0,6144.64,0,0,NA,0,6144.64,0,0,NA,0,5893.75,250.89,330,NA,0,5604.73,289.02,354.2,NA,0,5472.08,132.65,161.05,NA,0,5332.01,140.07,176.05,NA,0,5332.01,0,0,NA,0,5034.17,297.84,350,NA,0,5034.17,0,0,NA,0,4811.71,222.46,279.2,NA,0,4657.11,154.6,175,NA,0,4497.38,159.73,175,NA,0,4341.43,155.95,175,NA,0,4179.48,161.95,175,NA,0,4021.13,158.35,179.48,NA,0,3817.03,204.1,221.13,NA,0,3614.6,202.43,217.03,NA,0,3313.83,300.77,314.6,NA,0,3018.11,295.72,313.83,NA,0,3018.11,0,8.27,NA,0,0,3018.11,3030.04,NA,0,NA,NA,NA,NA,NA,10,"prime",11,43,54,0,0,1
"12462","Sponsor Assigned",20210101,"05-01-2017","05-31-2017","Ally Bank","08/2016",23316.06,73,"08/2022",0.0525,1,1,"09/2016","True",1,2,0,"JEEP","WRANGLER            ",2,2011,3,20125,98,"Consumer Bureau","754",2,NA,"False",0.063,"NJ",63,NA,1,5744.98,368.54,0.0525,0.0525,0.01,NA,NA,287.29,NA,5391.55,378.21,378.21,NA,"False",353.43,0,"05-22-2017",0,"Ally Bank","False",NA,NA,NA,0,5037.37,354.18,378.21,NA,0,4680.89,356.48,378.21,NA,0,4323.55,357.34,378.21,NA,0,3964.61,358.94,378.21,NA,0,3603.5,361.11,378.21,NA,0,3241.35,362.15,378.21,NA,0,2877.12,364.23,378.21,NA,0,2511.73,365.39,378.21,NA,0,2144.71,367.02,378.21,NA,0,1775.13,369.58,378.21,NA,0,1404.83,370.3,378.21,NA,0,1032.68,372.15,378.21,NA,0,659.07,373.61,378.21,NA,0,283.7,375.37,378.21,NA,0,0,283.7,284.96,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"prime",11,16,27,0,0,1
"12554","Sponsor Assigned",20244487,"05-01-2017","05-31-2017","Ally Bank","09/2016",12435.51,73,"10/2022",0.0675,1,1,"10/2016","True",1,2,0,"NISS","VERSA               ",2,2015,1,8725,98,"Consumer Bureau","689",2,NA,"False",0.058,"AL",64,NA,1,11654.67,422.22,0.0675,0.0675,0.01,NA,NA,147.52,NA,11506.06,211.11,211.11,NA,"False",148.61,0,"05-05-2017",1,"Ally Bank","False",NA,NA,NA,0,11358.78,147.28,211.11,NA,0,11212.78,146,211.11,NA,0,11065.95,146.83,211.11,NA,0,10920.32,145.63,211.11,NA,0,10767.77,152.55,211.11,NA,0,10624.36,143.41,211.11,NA,0,10466.29,158.07,211.11,NA,0,10311.31,154.98,211.11,NA,0,10166.94,144.37,211.11,NA,0,10008.47,158.47,211.11,NA,0,9849.18,159.29,211.11,NA,0,9699.99,149.19,211.11,NA,0,9544.48,155.51,211.11,NA,0,9379.26,165.22,211.11,NA,0,9227.12,152.14,211.11,NA,0,9065.49,161.63,211.11,NA,0,8906.35,159.14,211.11,NA,0,8746.29,160.06,211.11,NA,0,8590.17,156.12,211.11,NA,0,8425.12,165.05,211.11,NA,0,8262.3,162.82,211.11,NA,0,8093.97,168.33,211.11,NA,0,7930.75,163.22,211.11,NA,0,0,7930.75,8004.86,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"prime",10,25,35,0,0,1
"12559","Sponsor Assigned",20244577,"05-01-2017","05-31-2017","Ally Bank","09/2016",14701.44,73,"09/2022",0.1014,1,1,"10/2016","True",1,2,0,"HYUN","ELANTRA             ",2,2016,1,11325,98,"Consumer Bureau","732",2,NA,"False",0.1098,"NC",64,NA,1,13441.95,0,0.1014,0.1014,0.01,NA,NA,160.53,NA,0,274.54,13479.79,NA,"False",13441.95,0,"05-02-2017",0,"Ally Bank","False",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"near_prime",10,1,11,0,0,1
"12562","Sponsor Assigned",20244687,"05-01-2017","05-31-2017","Ally Bank","09/2016",11394,73,"09/2022",0.0769,1,1,"10/2016","True",1,2,0,"TOYT","PRIUS               ",2,2012,1,10725,98,"Consumer Bureau","685",2,NA,"False",0.0382,"IL",64,NA,1,10554,198.68,0.0769,0.0769,0.01,NA,NA,132.12,NA,10422.02,198.68,198.68,NA,"False",131.98,0,"05-29-2017",0,"Ally Bank","False",NA,NA,NA,0,10422.02,0,0,NA,0,10153.69,268.33,397.36,NA,0,10029.88,123.81,198.68,NA,0,9896.7,133.18,248.68,NA,0,9741.8,154.9,198.68,NA,0,9621.11,120.69,198.68,NA,0,9621.11,0,0,NA,0,0,9621.11,9679.89,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"prime",10,9,19,0,0,1
"12573","Sponsor Assigned",20245185,"05-01-2017","05-31-2017","Ally Bank","09/2016",15760.42,73,"09/2022",0.0399,1,1,"10/2016","True",1,2,0,"BUIC","REGAL               ",2,2016,1,19000,98,"Consumer Bureau","819",2,NA,"False",0.0436,"NY",64,NA,1,14409.48,246.91,0.0399,0.0399,0.01,NA,NA,199.66,NA,14209.82,246.91,246.91,NA,"False",199.66,0,"05-18-2017",0,"Ally Bank","False",NA,NA,NA,0,14011.06,198.76,246.91,NA,0,13810.09,200.97,246.91,NA,0,13609.97,200.12,246.91,NA,0,13409.17,200.8,246.91,NA,0,13206.23,202.94,246.91,NA,0,13004.07,202.16,246.91,NA,0,12799.8,204.27,246.91,NA,0,12596.26,203.54,246.91,NA,0,12392.03,204.23,246.91,NA,0,12183.04,208.99,246.91,NA,0,11977.41,205.63,246.91,NA,0,11769.77,207.64,246.91,NA,0,11562.74,207.03,246.91,NA,0,11353.74,209,246.91,NA,0,11145.3,208.44,246.91,NA,0,10936.15,209.15,246.91,NA,0,10725.1,211.05,246.91,NA,0,10514.53,210.57,246.91,NA,0,10302.1,212.43,246.91,NA,0,10090.09,212.01,246.91,NA,0,9877.37,212.72,246.91,NA,0,9660.69,216.68,246.91,NA,0,9446.51,214.18,246.91,NA,0,9230.57,215.94,246.91,NA,0,9014.93,215.64,246.91,NA,0,8797.58,217.35,246.91,NA,0,8580.48,217.1,246.91,NA,0,8362.64,217.84,246.91,NA,0,8143.15,219.49,246.91,NA,0,7923.83,219.32,246.91,NA,0,7702.9,220.93,246.91,NA,0,7482.05,220.85,246.91,NA,0,7260.43,221.62,246.91,NA,0,7036.47,223.96,246.91,NA,0,6813.34,223.13,246.91,NA,0,6588.71,224.63,246.91,NA,0,6364.07,224.64,246.91,NA,0,6137.97,226.1,246.91,NA,0,5911.8,226.17,246.91,NA,0,5684.87,226.93,246.91,NA,0,5456.55,228.32,246.91,NA,0,5228.08,228.47,246.91,NA,0,4998.27,229.81,246.91,NA,0,9,"super_prime",10,43,53,1,0,0
"12574","Sponsor Assigned",20245382,"05-01-2017","05-31-2017","Ally Bank","09/2016",10322.7,73,"09/2022",0.0564,1,1,"10/2016","True",1,2,0,"NISS","VERSA NOTE          ",2,2015,1,11325,98,"Consumer Bureau","730",2,NA,"False",0.0598,"MD",64,NA,1,9465.49,169.32,0.0564,0.0564,0.01,NA,NA,125.45,NA,9340.04,169.32,169.32,NA,"False",125.45,0,"05-03-2017",0,"Ally Bank","False",NA,NA,NA,0,9219.78,120.26,169.32,NA,0,9096.04,123.74,169.32,NA,0,8970.29,125.75,169.32,NA,0,8845.32,124.97,169.32,NA,0,8717,128.32,169.32,NA,0,8590.78,126.22,169.32,NA,0,8461.28,129.5,169.32,NA,0,8331.18,130.1,169.32,NA,0,8203.05,128.13,169.32,NA,0,8070.48,132.57,169.32,NA,0,7936.07,134.41,169.32,NA,0,7802.31,133.76,169.32,NA,0,7676.39,125.92,169.32,NA,0,7537.91,138.48,169.32,NA,0,7410.52,127.39,169.32,NA,0,7272.11,138.41,169.32,NA,0,7137.62,134.49,169.32,NA,0,6995.87,141.75,169.32,NA,0,6861.14,134.73,169.32,NA,0,6727.86,133.28,169.32,NA,0,6592.84,135.02,169.32,NA,0,6453.06,139.78,169.32,NA,0,6312.65,140.41,169.32,NA,0,6171.61,141.04,169.32,NA,0,5870.16,301.45,338.64,NA,0,5870.16,0,0,NA,0,5748.91,121.25,169.32,NA,0,5607.12,141.79,169.32,NA,0,5464.65,142.47,169.32,NA,0,5324.03,140.62,169.32,NA,0,5180.21,143.82,169.32,NA,0,5034.88,145.33,169.32,NA,0,4889.61,145.27,169.32,NA,0,4739.13,150.48,169.32,NA,0,4593.91,145.22,169.32,NA,0,4447.95,145.96,169.32,NA,0,4295.77,152.18,169.32,NA,0,4147.63,148.14,169.32,NA,0,3998.12,149.51,169.32,NA,0,3847.9,150.22,169.32,NA,0,3694,153.9,169.32,NA,0,3544.6,149.4,169.32,NA,0,3392.21,152.39,169.32,NA,0,9,"prime",10,43,53,1,0,0
"12597","Sponsor Assigned",20246362,"05-01-2017","05-31-2017","Ally Bank","09/2016",25191.49,73,"10/2022",0.075,1,1,"10/2016","True",1,2,0,"CHEV","TAHOE               ",2,2015,3,32500,98,"Consumer Bureau","690",2,NA,"False",0.1045,"FL",64,NA,1,23304.54,435.56,0.075,0.075,0.01,NA,NA,291.85,NA,23031.78,435.56,435.56,NA,"False",272.76,0,"05-25-2017",0,"Ally Bank","False",NA,NA,NA,0,22733.45,298.33,435.56,NA,0,22433.35,300.1,435.56,NA,0,22154.5,278.85,435.56,NA,0,21846.39,308.11,435.56,NA,0,21536.51,309.88,435.56,NA,0,21251.4,285.11,435.56,NA,0,0,21251.4,21347.46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"prime",10,8,18,0,0,1
